product_id,product_name,brand_name,category_name,current_stock,total_orders,total_units_sold,avg_order_size,list_price,total_revenue,stock_status
64,Electra Townie Original 7D - 2017,Electra,Cruisers Bicycles,30.0,40,54.0,1.35,489.99,23323.52,Sufficient Stock
78,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,4.0,27,39.0,1.4444444444444444,647.99,22899.97,Medium Stock
78,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,13.0,27,39.0,1.4444444444444444,647.99,22899.97,Sufficient Stock
78,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,19.0,27,39.0,1.4444444444444444,647.99,22899.97,Sufficient Stock
182,Trek Domane SL 5 Disc - 2018,Trek,Road Bikes,28.0,8,10.0,1.25,2499.99,22149.91,Sufficient Stock
188,Trek XM700+ Lowstep - 2018,Trek,Electric Bikes,27.0,4,7.0,1.75,3499.99,20964.94,Sufficient Stock
188,Trek XM700+ Lowstep - 2018,Trek,Electric Bikes,29.0,4,7.0,1.75,3499.99,20964.94,Sufficient Stock
188,Trek XM700+ Lowstep - 2018,Trek,Electric Bikes,30.0,4,7.0,1.75,3499.99,20964.94,Sufficient Stock
160,Trek Emonda SLR 6 - 2018,Trek,Road Bikes,0.0,4,5.0,1.25,4499.99,20789.95,Out of Stock
160,Trek Emonda SLR 6 - 2018,Trek,Road Bikes,4.0,4,5.0,1.25,4499.99,20789.95,Sufficient Stock
160,Trek Emonda SLR 6 - 2018,Trek,Road Bikes,27.0,4,5.0,1.25,4499.99,20789.95,Sufficient Stock
172,Trek Domane ALR Disc Frameset - 2018,Trek,Road Bikes,3.0,4,7.0,1.75,3199.99,19999.94,Medium Stock
172,Trek Domane ALR Disc Frameset - 2018,Trek,Road Bikes,16.0,4,7.0,1.75,3199.99,19999.94,Sufficient Stock
172,Trek Domane ALR Disc Frameset - 2018,Trek,Road Bikes,22.0,4,7.0,1.75,3199.99,19999.94,Sufficient Stock
73,Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,3.0,20,29.0,1.45,749.99,19544.74,Medium Stock
73,Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,7.0,20,29.0,1.45,749.99,19544.74,Sufficient Stock
73,Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,20.0,20,29.0,1.45,749.99,19544.74,Sufficient Stock
35,Sun Bicycles Spider 3i - 2017,Sun Bicycles,Mountain Bikes,3.0,17,26.0,1.5294117647058822,832.99,19491.97,Medium Stock
35,Sun Bicycles Spider 3i - 2017,Sun Bicycles,Mountain Bikes,18.0,17,26.0,1.5294117647058822,832.99,19491.97,Sufficient Stock
35,Sun Bicycles Spider 3i - 2017,Sun Bicycles,Mountain Bikes,25.0,17,26.0,1.5294117647058822,832.99,19491.97,Sufficient Stock
103,Sun Bicycles Streamway 3 - 2017,Sun Bicycles,Comfort Bicycles,1.0,28,39.0,1.3928571428571428,551.99,19363.81,Low Stock
103,Sun Bicycles Streamway 3 - 2017,Sun Bicycles,Comfort Bicycles,10.0,28,39.0,1.3928571428571428,551.99,19363.81,Sufficient Stock
103,Sun Bicycles Streamway 3 - 2017,Sun Bicycles,Comfort Bicycles,13.0,28,39.0,1.3928571428571428,551.99,19363.81,Sufficient Stock
70,Electra Amsterdam Original 3i - 2015/2017,Electra,Cruisers Bicycles,2.0,22,32.0,1.4545454545454546,659.99,18987.91,Medium Stock
70,Electra Amsterdam Original 3i - 2015/2017,Electra,Cruisers Bicycles,3.0,22,32.0,1.4545454545454546,659.99,18987.91,Medium Stock
70,Electra Amsterdam Original 3i - 2015/2017,Electra,Cruisers Bicycles,6.0,22,32.0,1.4545454545454546,659.99,18987.91,Sufficient Stock
65,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles,Cruisers Bicycles,1.0,35,60.0,1.7142857142857142,346.99,18681.94,Low Stock
65,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles,Cruisers Bicycles,10.0,35,60.0,1.7142857142857142,346.99,18681.94,Sufficient Stock
65,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles,Cruisers Bicycles,16.0,35,60.0,1.7142857142857142,346.99,18681.94,Sufficient Stock
72,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,1.0,22,33.0,1.5,619.99,18289.71,Low Stock
72,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,6.0,22,33.0,1.5,619.99,18289.71,Sufficient Stock
72,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles,Cruisers Bicycles,9.0,22,33.0,1.5,619.99,18289.71,Sufficient Stock
185,Trek Conduit+ - 2018,Trek,Electric Bikes,3.0,4,7.0,1.75,2799.99,17807.94,Medium Stock
185,Trek Conduit+ - 2018,Trek,Electric Bikes,4.0,4,7.0,1.75,2799.99,17807.94,Medium Stock
185,Trek Conduit+ - 2018,Trek,Electric Bikes,15.0,4,7.0,1.75,2799.99,17807.94,Sufficient Stock
82,Electra Amsterdam Original 3i Ladies' - 2017,Electra,Cruisers Bicycles,1.0,23,31.0,1.3478260869565217,659.99,17793.33,Low Stock
82,Electra Amsterdam Original 3i Ladies' - 2017,Electra,Cruisers Bicycles,4.0,23,31.0,1.3478260869565217,659.99,17793.33,Medium Stock
82,Electra Amsterdam Original 3i Ladies' - 2017,Electra,Cruisers Bicycles,7.0,23,31.0,1.3478260869565217,659.99,17793.33,Sufficient Stock
105,Sun Bicycles Streamway 7 - 2017,Sun Bicycles,Comfort Bicycles,1.0,25,37.0,1.48,533.99,17637.69,Low Stock
105,Sun Bicycles Streamway 7 - 2017,Sun Bicycles,Comfort Bicycles,3.0,25,37.0,1.48,533.99,17637.69,Medium Stock
105,Sun Bicycles Streamway 7 - 2017,Sun Bicycles,Comfort Bicycles,7.0,25,37.0,1.48,533.99,17637.69,Sufficient Stock
156,Trek Domane SL Frameset - 2018,Trek,Road Bikes,8.0,3,3.0,1.0,6499.99,17549.97,Sufficient Stock
156,Trek Domane SL Frameset - 2018,Trek,Road Bikes,13.0,3,3.0,1.0,6499.99,17549.97,Sufficient Stock
156,Trek Domane SL Frameset - 2018,Trek,Road Bikes,14.0,3,3.0,1.0,6499.99,17549.97,Sufficient Stock
102,Electra Townie Original 7D - 2017,Electra,Comfort Bicycles,9.0,25,39.0,1.56,489.99,17502.44,Sufficient Stock
102,Electra Townie Original 7D - 2017,Electra,Comfort Bicycles,12.0,25,39.0,1.56,489.99,17502.44,Sufficient Stock
102,Electra Townie Original 7D - 2017,Electra,Comfort Bicycles,22.0,25,39.0,1.56,489.99,17502.44,Sufficient Stock
184,Trek Domane SL 6 Disc - 2018,Trek,Road Bikes,0.0,4,6.0,1.5,3499.99,17324.95,Out of Stock
184,Trek Domane SL 6 Disc - 2018,Trek,Road Bikes,4.0,4,6.0,1.5,3499.99,17324.95,Medium Stock
184,Trek Domane SL 6 Disc - 2018,Trek,Road Bikes,21.0,4,6.0,1.5,3499.99,17324.95,Sufficient Stock
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Electra,Children Bicycles,12.0,28,39.0,1.3928571428571428,489.99,17125.15,Sufficient Stock
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Electra,Children Bicycles,15.0,28,39.0,1.3928571428571428,489.99,17125.15,Sufficient Stock
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Electra,Children Bicycles,28.0,28,39.0,1.3928571428571428,489.99,17125.15,Sufficient Stock
106,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Comfort Bicycles,1.0,27,42.0,1.5555555555555556,449.99,17036.62,Low Stock
106,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Comfort Bicycles,7.0,27,42.0,1.5555555555555556,449.99,17036.62,Sufficient Stock
106,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Comfort Bicycles,30.0,27,42.0,1.5555555555555556,449.99,17036.62,Sufficient Stock
251,Electra Townie Commute Go! - 2018,Electra,Cruisers Bicycles,0.0,5,6.0,1.2,2999.99,16649.94,Out of Stock
251,Electra Townie Commute Go! - 2018,Electra,Cruisers Bicycles,2.0,5,6.0,1.2,2999.99,16649.94,Medium Stock
251,Electra Townie Commute Go! - 2018,Electra,Cruisers Bicycles,10.0,5,6.0,1.2,2999.99,16649.94,Sufficient Stock
202,Trek Powerfly 5 Women's - 2018,Trek,Electric Bikes,1.0,3,5.0,1.6666666666666667,3499.99,16204.95,Low Stock
202,Trek Powerfly 5 Women's - 2018,Trek,Electric Bikes,5.0,3,5.0,1.6666666666666667,3499.99,16204.95,Sufficient Stock
202,Trek Powerfly 5 Women's - 2018,Trek,Electric Bikes,11.0,3,5.0,1.6666666666666667,3499.99,16204.95,Sufficient Stock
198,Electra Townie Commute Go! - 2018,Electra,Electric Bikes,0.0,5,6.0,1.2,2999.99,15749.95,Out of Stock
198,Electra Townie Commute Go! - 2018,Electra,Electric Bikes,1.0,5,6.0,1.2,2999.99,15749.95,Low Stock
198,Electra Townie Commute Go! - 2018,Electra,Electric Bikes,27.0,5,6.0,1.2,2999.99,15749.95,Sufficient Stock
71,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles,Cruisers Bicycles,13.0,26,41.0,1.5769230769230769,416.99,15620.45,Sufficient Stock
71,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles,Cruisers Bicycles,25.0,26,41.0,1.5769230769230769,416.99,15620.45,Sufficient Stock
71,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles,Cruisers Bicycles,30.0,26,41.0,1.5769230769230769,416.99,15620.45,Sufficient Stock
186,Trek CrossRip+ - 2018,Trek,Electric Bikes,1.0,4,4.0,1.0,4499.99,15524.97,Medium Stock
186,Trek CrossRip+ - 2018,Trek,Electric Bikes,16.0,4,4.0,1.0,4499.99,15524.97,Sufficient Stock
186,Trek CrossRip+ - 2018,Trek,Electric Bikes,30.0,4,4.0,1.0,4499.99,15524.97,Sufficient Stock
190,Trek Dual Sport+ - 2018,Trek,Electric Bikes,18.0,3,6.0,2.0,2799.99,15455.94,Sufficient Stock
190,Trek Dual Sport+ - 2018,Trek,Electric Bikes,20.0,3,6.0,2.0,2799.99,15455.94,Sufficient Stock
190,Trek Dual Sport+ - 2018,Trek,Electric Bikes,21.0,3,6.0,2.0,2799.99,15455.94,Sufficient Stock
159,Trek Emonda ALR 6 - 2018,Trek,Road Bikes,6.0,5,7.0,1.4,2299.99,15110.93,Sufficient Stock
159,Trek Emonda ALR 6 - 2018,Trek,Road Bikes,18.0,5,7.0,1.4,2299.99,15110.93,Sufficient Stock
159,Trek Emonda ALR 6 - 2018,Trek,Road Bikes,30.0,5,7.0,1.4,2299.99,15110.93,Sufficient Stock
53,Surly Ogre Frameset - 2017,Surly,Road Bikes,6.0,17,22.0,1.2941176470588236,749.99,14909.8,Sufficient Stock
53,Surly Ogre Frameset - 2017,Surly,Road Bikes,17.0,17,22.0,1.2941176470588236,749.99,14909.8,Sufficient Stock
53,Surly Ogre Frameset - 2017,Surly,Road Bikes,19.0,17,22.0,1.2941176470588236,749.99,14909.8,Sufficient Stock
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Sun Bicycles,Cruisers Bicycles,29.0,32,42.0,1.3125,402.99,14894.51,Sufficient Stock
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra,Cruisers Bicycles,11.0,18,27.0,1.5,599.99,14747.75,Sufficient Stock
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra,Cruisers Bicycles,23.0,18,27.0,1.5,599.99,14747.75,Sufficient Stock
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra,Cruisers Bicycles,29.0,18,27.0,1.5,599.99,14747.75,Sufficient Stock
148,Trek Domane SL 8 Disc - 2018,Trek,Road Bikes,27.0,3,3.0,1.0,5499.99,14739.97,Sufficient Stock
93,Haro Shredder 20 Girls - 2017,Haro,Children Bicycles,22.0,50,78.0,1.56,209.99,14728.7,Sufficient Stock
115,Trek Fuel EX 8 29 - 2018,Trek,Mountain Bikes,10.0,4,5.0,1.25,3199.99,14431.95,Sufficient Stock
115,Trek Fuel EX 8 29 - 2018,Trek,Mountain Bikes,19.0,4,5.0,1.25,3199.99,14431.95,Sufficient Stock
115,Trek Fuel EX 8 29 - 2018,Trek,Mountain Bikes,25.0,4,5.0,1.25,3199.99,14431.95,Sufficient Stock
33,Surly Wednesday Frameset - 2017,Surly,Mountain Bikes,8.0,22,35.0,1.5909090909090908,469.99,14367.59,Sufficient Stock
33,Surly Wednesday Frameset - 2017,Surly,Mountain Bikes,10.0,22,35.0,1.5909090909090908,469.99,14367.59,Sufficient Stock
33,Surly Wednesday Frameset - 2017,Surly,Mountain Bikes,14.0,22,35.0,1.5909090909090908,469.99,14367.59,Sufficient Stock
253,Electra Townie Go! 8i Ladies' - 2018,Electra,Cruisers Bicycles,15.0,6,6.0,1.0,2599.99,14143.95,Sufficient Stock
253,Electra Townie Go! 8i Ladies' - 2018,Electra,Cruisers Bicycles,16.0,6,6.0,1.0,2599.99,14143.95,Sufficient Stock
253,Electra Townie Go! 8i Ladies' - 2018,Electra,Cruisers Bicycles,29.0,6,6.0,1.0,2599.99,14143.95,Sufficient Stock
139,Trek Remedy 7 27.5 - 2018,Trek,Mountain Bikes,17.0,4,5.0,1.25,2999.99,14069.95,Sufficient Stock
139,Trek Remedy 7 27.5 - 2018,Trek,Mountain Bikes,21.0,4,5.0,1.25,2999.99,14069.95,Sufficient Stock
139,Trek Remedy 7 27.5 - 2018,Trek,Mountain Bikes,24.0,4,5.0,1.25,2999.99,14069.95,Sufficient Stock
38,Haro Flightline Two 26 Plus - 2017,Haro,Mountain Bikes,13.0,18,28.0,1.5555555555555556,549.99,14008.25,Sufficient Stock
38,Haro Flightline Two 26 Plus - 2017,Haro,Mountain Bikes,18.0,18,28.0,1.5555555555555556,549.99,14008.25,Sufficient Stock
38,Haro Flightline Two 26 Plus - 2017,Haro,Mountain Bikes,23.0,18,28.0,1.5555555555555556,549.99,14008.25,Sufficient Stock
209,Trek Crockett 7 Disc - 2018,Trek,Cyclocross Bicycles,1.0,3,5.0,1.6666666666666667,2999.99,13679.95,Low Stock
209,Trek Crockett 7 Disc - 2018,Trek,Cyclocross Bicycles,11.0,3,5.0,1.6666666666666667,2999.99,13679.95,Sufficient Stock
209,Trek Crockett 7 Disc - 2018,Trek,Cyclocross Bicycles,22.0,3,5.0,1.6666666666666667,2999.99,13679.95,Sufficient Stock
173,Trek Domane ALR Frameset - 2018,Trek,Road Bikes,2.0,3,5.0,1.6666666666666667,3199.99,13439.96,Medium Stock
173,Trek Domane ALR Frameset - 2018,Trek,Road Bikes,15.0,3,5.0,1.6666666666666667,3199.99,13439.96,Sufficient Stock
173,Trek Domane ALR Frameset - 2018,Trek,Road Bikes,17.0,3,5.0,1.6666666666666667,3199.99,13439.96,Sufficient Stock
128,Surly ECR 27.5 - 2018,Surly,Mountain Bikes,11.0,5,8.0,1.6,1899.0,13103.1,Sufficient Stock
128,Surly ECR 27.5 - 2018,Surly,Mountain Bikes,20.0,5,8.0,1.6,1899.0,13103.1,Sufficient Stock
128,Surly ECR 27.5 - 2018,Surly,Mountain Bikes,28.0,5,8.0,1.6,1899.0,13103.1,Sufficient Stock
80,Sun Bicycles Brickell Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,11.0,14,19.0,1.3571428571428572,761.99,13045.27,Sufficient Stock
80,Sun Bicycles Brickell Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,22.0,14,19.0,1.3571428571428572,761.99,13045.27,Sufficient Stock
80,Sun Bicycles Brickell Tandem CB - 2017,Sun Bicycles,Cruisers Bicycles,27.0,14,19.0,1.3571428571428572,761.99,13045.27,Sufficient Stock
109,Sun Bicycles Cruz 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,24.0,20,35.0,1.75,416.99,12968.39,Sufficient Stock
109,Sun Bicycles Cruz 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,25.0,20,35.0,1.75,416.99,12968.39,Sufficient Stock
109,Sun Bicycles Cruz 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,30.0,20,35.0,1.75,416.99,12968.39,Sufficient Stock
138,Trek Fuel EX 5 Plus - 2018,Trek,Mountain Bikes,6.0,3,6.0,2.0,2249.99,12824.94,Sufficient Stock
138,Trek Fuel EX 5 Plus - 2018,Trek,Mountain Bikes,16.0,3,6.0,2.0,2249.99,12824.94,Sufficient Stock
138,Trek Fuel EX 5 Plus - 2018,Trek,Mountain Bikes,17.0,3,6.0,2.0,2249.99,12824.94,Sufficient Stock
104,Sun Bicycles Streamway - 2017,Sun Bicycles,Comfort Bicycles,22.0,20,30.0,1.5,481.99,12816.11,Sufficient Stock
104,Sun Bicycles Streamway - 2017,Sun Bicycles,Comfort Bicycles,25.0,20,30.0,1.5,481.99,12816.11,Sufficient Stock
104,Sun Bicycles Streamway - 2017,Sun Bicycles,Comfort Bicycles,26.0,20,30.0,1.5,481.99,12816.11,Sufficient Stock
95,"Electra Girl's Hawaii 1 16"" - 2017",Electra,Children Bicycles,10.0,31,47.0,1.5161290322580645,299.99,12785.57,Sufficient Stock
95,"Electra Girl's Hawaii 1 16"" - 2017",Electra,Children Bicycles,14.0,31,47.0,1.5161290322580645,299.99,12785.57,Sufficient Stock
95,"Electra Girl's Hawaii 1 16"" - 2017",Electra,Children Bicycles,25.0,31,47.0,1.5161290322580645,299.99,12785.57,Sufficient Stock
108,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles,Comfort Bicycles,15.0,21,32.0,1.5238095238095237,449.99,12622.22,Sufficient Stock
108,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles,Comfort Bicycles,23.0,21,32.0,1.5238095238095237,449.99,12622.22,Sufficient Stock
108,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles,Comfort Bicycles,29.0,21,32.0,1.5238095238095237,449.99,12622.22,Sufficient Stock
193,Trek Lift+ - 2018,Trek,Electric Bikes,5.0,3,5.0,1.6666666666666667,2799.99,12403.96,Sufficient Stock
193,Trek Lift+ - 2018,Trek,Electric Bikes,21.0,3,5.0,1.6666666666666667,2799.99,12403.96,Sufficient Stock
193,Trek Lift+ - 2018,Trek,Electric Bikes,30.0,3,5.0,1.6666666666666667,2799.99,12403.96,Sufficient Stock
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,Trek,Children Bicycles,0.0,28,39.0,1.3928571428571428,349.99,12179.65,Out of Stock
101,Electra Townie 7D (20-inch) - Boys' - 2017,Electra,Children Bicycles,4.0,26,40.0,1.5384615384615385,339.99,12079.84,Medium Stock
150,Trek Emonda SL 7 - 2018,Trek,Road Bikes,7.0,3,3.0,1.0,4499.99,12059.97,Sufficient Stock
150,Trek Emonda SL 7 - 2018,Trek,Road Bikes,21.0,3,3.0,1.0,4499.99,12059.97,Sufficient Stock
150,Trek Emonda SL 7 - 2018,Trek,Road Bikes,22.0,3,3.0,1.0,4499.99,12059.97,Sufficient Stock
140,Trek Remedy 9.8 27.5 - 2018,Trek,Mountain Bikes,13.0,2,3.0,1.5,4999.99,11999.98,Sufficient Stock
32,Trek Farley Alloy Frameset - 2017,Trek,Mountain Bikes,0.0,22,28.0,1.2727272727272727,469.99,11937.75,Out of Stock
32,Trek Farley Alloy Frameset - 2017,Trek,Mountain Bikes,13.0,22,28.0,1.2727272727272727,469.99,11937.75,Sufficient Stock
32,Trek Farley Alloy Frameset - 2017,Trek,Mountain Bikes,14.0,22,28.0,1.2727272727272727,469.99,11937.75,Sufficient Stock
124,Surly Krampus - 2018,Surly,Mountain Bikes,4.0,7,9.0,1.2857142857142858,1499.0,11767.15,Sufficient Stock
124,Surly Krampus - 2018,Surly,Mountain Bikes,11.0,7,9.0,1.2857142857142858,1499.0,11767.15,Sufficient Stock
124,Surly Krampus - 2018,Surly,Mountain Bikes,23.0,7,9.0,1.2857142857142858,1499.0,11767.15,Sufficient Stock
147,Trek Domane ALR 5 Gravel - 2018,Trek,Road Bikes,3.0,4,7.0,1.75,1799.99,11681.94,Medium Stock
147,Trek Domane ALR 5 Gravel - 2018,Trek,Road Bikes,8.0,4,7.0,1.75,1799.99,11681.94,Sufficient Stock
147,Trek Domane ALR 5 Gravel - 2018,Trek,Road Bikes,13.0,4,7.0,1.75,1799.99,11681.94,Sufficient Stock
64,Electra Townie Original 7D - 2017,Electra,Cruisers Bicycles,22.0,20,27.0,1.35,489.99,11661.76,Sufficient Stock
137,Heller Shagamaw GX1 - 2018,Heller,Mountain Bikes,1.0,4,5.0,1.25,2599.0,11305.65,Low Stock
137,Heller Shagamaw GX1 - 2018,Heller,Mountain Bikes,12.0,4,5.0,1.25,2599.0,11305.65,Sufficient Stock
137,Heller Shagamaw GX1 - 2018,Heller,Mountain Bikes,17.0,4,5.0,1.25,2599.0,11305.65,Sufficient Stock
145,Trek Domane ALR 5 Disc - 2018,Trek,Road Bikes,5.0,4,7.0,1.75,1799.99,11141.94,Medium Stock
145,Trek Domane ALR 5 Disc - 2018,Trek,Road Bikes,11.0,4,7.0,1.75,1799.99,11141.94,Sufficient Stock
145,Trek Domane ALR 5 Disc - 2018,Trek,Road Bikes,23.0,4,7.0,1.75,1799.99,11141.94,Sufficient Stock
122,Surly Troll Frameset - 2018,Surly,Mountain Bikes,8.0,3,5.0,1.6666666666666667,2499.99,11074.96,Sufficient Stock
122,Surly Troll Frameset - 2018,Surly,Mountain Bikes,11.0,3,5.0,1.6666666666666667,2499.99,11074.96,Sufficient Stock
122,Surly Troll Frameset - 2018,Surly,Mountain Bikes,22.0,3,5.0,1.6666666666666667,2499.99,11074.96,Sufficient Stock
182,Trek Domane SL 5 Disc - 2018,Trek,Road Bikes,21.0,4,5.0,1.25,2499.99,11074.96,Sufficient Stock
69,Sun Bicycles Cruz 7 - 2017,Sun Bicycles,Cruisers Bicycles,4.0,18,29.0,1.6111111111111112,416.99,10996.03,Medium Stock
69,Sun Bicycles Cruz 7 - 2017,Sun Bicycles,Cruisers Bicycles,22.0,18,29.0,1.6111111111111112,416.99,10996.03,Sufficient Stock
69,Sun Bicycles Cruz 7 - 2017,Sun Bicycles,Cruisers Bicycles,29.0,18,29.0,1.6111111111111112,416.99,10996.03,Sufficient Stock
162,Trek Emonda SL 6 Disc - 2018,Trek,Road Bikes,11.0,2,4.0,2.0,2999.99,10799.96,Sufficient Stock
162,Trek Emonda SL 6 Disc - 2018,Trek,Road Bikes,14.0,2,4.0,2.0,2999.99,10799.96,Sufficient Stock
162,Trek Emonda SL 6 Disc - 2018,Trek,Road Bikes,18.0,2,4.0,2.0,2999.99,10799.96,Sufficient Stock
44,Haro SR 1.1 - 2017,Haro,Mountain Bikes,1.0,16,22.0,1.375,539.99,10740.4,Low Stock
44,Haro SR 1.1 - 2017,Haro,Mountain Bikes,24.0,16,22.0,1.375,539.99,10740.4,Sufficient Stock
44,Haro SR 1.1 - 2017,Haro,Mountain Bikes,26.0,16,22.0,1.375,539.99,10740.4,Sufficient Stock
68,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Cruisers Bicycles,18.0,19,26.0,1.368421052631579,449.99,10673.76,Sufficient Stock
68,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Cruisers Bicycles,23.0,19,26.0,1.368421052631579,449.99,10673.76,Sufficient Stock
68,Sun Bicycles Cruz 3 - 2017,Sun Bicycles,Cruisers Bicycles,30.0,19,26.0,1.368421052631579,449.99,10673.76,Sufficient Stock
110,Sun Bicycles Drifter 7 - 2017,Sun Bicycles,Comfort Bicycles,1.0,16,25.0,1.5625,470.99,10644.37,Low Stock
110,Sun Bicycles Drifter 7 - 2017,Sun Bicycles,Comfort Bicycles,7.0,16,25.0,1.5625,470.99,10644.37,Sufficient Stock
110,Sun Bicycles Drifter 7 - 2017,Sun Bicycles,Comfort Bicycles,11.0,16,25.0,1.5625,470.99,10644.37,Sufficient Stock
177,Trek Domane SLR 6 Disc - 2018,Trek,Road Bikes,2.0,1,2.0,2.0,5499.99,10449.98,Medium Stock
177,Trek Domane SLR 6 Disc - 2018,Trek,Road Bikes,9.0,1,2.0,2.0,5499.99,10449.98,Sufficient Stock
177,Trek Domane SLR 6 Disc - 2018,Trek,Road Bikes,19.0,1,2.0,2.0,5499.99,10449.98,Sufficient Stock
135,Trek X-Caliber Frameset - 2018,Trek,Mountain Bikes,15.0,6,8.0,1.3333333333333333,1499.99,10439.93,Sufficient Stock
74,Electra Cruiser Lux 1 - 2017,Electra,Cruisers Bicycles,9.0,19,26.0,1.368421052631579,439.99,10432.16,Sufficient Stock
74,Electra Cruiser Lux 1 - 2017,Electra,Cruisers Bicycles,17.0,19,26.0,1.368421052631579,439.99,10432.16,Sufficient Stock
74,Electra Cruiser Lux 1 - 2017,Electra,Cruisers Bicycles,23.0,19,26.0,1.368421052631579,439.99,10432.16,Sufficient Stock
37,Haro Flightline One ST - 2017,Haro,Mountain Bikes,5.0,20,31.0,1.55,379.99,10430.73,Sufficient Stock
37,Haro Flightline One ST - 2017,Haro,Mountain Bikes,12.0,20,31.0,1.55,379.99,10430.73,Sufficient Stock
37,Haro Flightline One ST - 2017,Haro,Mountain Bikes,30.0,20,31.0,1.55,379.99,10430.73,Sufficient Stock
97,Electra Savannah 3i (20-inch) - Girl's - 2017,Electra,Children Bicycles,15.0,22,33.0,1.5,349.99,10258.21,Sufficient Stock
97,Electra Savannah 3i (20-inch) - Girl's - 2017,Electra,Children Bicycles,20.0,22,33.0,1.5,349.99,10258.21,Sufficient Stock
97,Electra Savannah 3i (20-inch) - Girl's - 2017,Electra,Children Bicycles,28.0,22,33.0,1.5,349.99,10258.21,Sufficient Stock
141,Trek Stache 5 - 2018,Trek,Mountain Bikes,4.0,4,7.0,1.75,1599.99,10063.94,Medium Stock
141,Trek Stache 5 - 2018,Trek,Mountain Bikes,21.0,4,7.0,1.75,1599.99,10063.94,Sufficient Stock
141,Trek Stache 5 - 2018,Trek,Mountain Bikes,28.0,4,7.0,1.75,1599.99,10063.94,Sufficient Stock
181,Trek Domane SL 5 - 2018,Trek,Road Bikes,8.0,3,5.0,1.6666666666666667,2199.99,10031.95,Sufficient Stock
181,Trek Domane SL 5 - 2018,Trek,Road Bikes,19.0,3,5.0,1.6666666666666667,2199.99,10031.95,Sufficient Stock
181,Trek Domane SL 5 - 2018,Trek,Road Bikes,29.0,3,5.0,1.6666666666666667,2199.99,10031.95,Sufficient Stock
111,Sun Bicycles Drifter 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,6.0,18,24.0,1.3333333333333333,470.99,10027.38,Sufficient Stock
111,Sun Bicycles Drifter 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,11.0,18,24.0,1.3333333333333333,470.99,10027.38,Sufficient Stock
111,Sun Bicycles Drifter 7 - Women's - 2017,Sun Bicycles,Comfort Bicycles,29.0,18,24.0,1.3333333333333333,470.99,10027.38,Sufficient Stock
151,Trek Domane ALR 4 Disc Women's - 2018,Trek,Road Bikes,1.0,4,7.0,1.75,1549.99,9749.44,Low Stock
151,Trek Domane ALR 4 Disc Women's - 2018,Trek,Road Bikes,2.0,4,7.0,1.75,1549.99,9749.44,Medium Stock
151,Trek Domane ALR 4 Disc Women's - 2018,Trek,Road Bikes,24.0,4,7.0,1.75,1549.99,9749.44,Sufficient Stock
96,Electra Moto 3i (20-inch) - Boy's - 2017,Electra,Children Bicycles,1.0,20,31.0,1.55,349.99,9680.72,Low Stock
96,Electra Moto 3i (20-inch) - Boy's - 2017,Electra,Children Bicycles,20.0,20,31.0,1.55,349.99,9680.72,Sufficient Stock
