store_name,product_name,total_quantity_sold
Santa Cruz Bikes,Electra Moto 1 - 2016,50
Santa Cruz Bikes,Electra Moto 3i (20-inch) - Boy's - 2017,9
Santa Cruz Bikes,Electra Moto 3i - 2018,2
Santa Cruz Bikes,Electra Queen of Hearts 3i - 2018,3
Santa Cruz Bikes,Electra Relic 3i - 2018,2
Santa Cruz Bikes,Electra Savannah 3i (20-inch) - Girl's - 2017,5
Santa Cruz Bikes,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1
Santa Cruz Bikes,"Electra Starship 1 16"" - 2018",3
Santa Cruz Bikes,Electra Straight 8 3i (20-inch) - Boy's - 2017,2
Santa Cruz Bikes,Electra Straight 8 3i - 2018,1
Santa Cruz Bikes,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,13
Santa Cruz Bikes,Electra Super Moto 8i - 2018,4
Santa Cruz Bikes,"Electra Superbolt 1 20"" - 2018",2
Santa Cruz Bikes,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1
Santa Cruz Bikes,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,3
Santa Cruz Bikes,Electra Tiger Shark 3i - 2018,2
Santa Cruz Bikes,Electra Townie 3i EQ (20-inch) - Boys' - 2017,8
Santa Cruz Bikes,Electra Townie 7D (20-inch) - Boys' - 2017,9
Santa Cruz Bikes,Electra Townie Balloon 3i EQ - 2017/2018,1
Santa Cruz Bikes,Electra Townie Balloon 3i EQ Ladies' - 2018,5
Santa Cruz Bikes,Electra Townie Balloon 7i EQ - 2018,3
Santa Cruz Bikes,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,3
Santa Cruz Bikes,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,2
Santa Cruz Bikes,Electra Townie Commute 27D - 2018,1
Santa Cruz Bikes,Electra Townie Commute 27D Ladies - 2018,4
Santa Cruz Bikes,Electra Townie Commute 8D Ladies' - 2018,1
Santa Cruz Bikes,Electra Townie Commute Go! - 2018,6
Santa Cruz Bikes,Electra Townie Commute Go! Ladies' - 2018,2
Santa Cruz Bikes,Electra Townie Go! 8i - 2017/2018,2
Santa Cruz Bikes,Electra Townie Go! 8i Ladies' - 2018,2
Santa Cruz Bikes,Electra Townie Original 1 - 2018,5
Santa Cruz Bikes,Electra Townie Original 1 Ladies' - 2018,1
Santa Cruz Bikes,Electra Townie Original 21D - 2016,52
Santa Cruz Bikes,Electra Townie Original 21D EQ - 2017/2018,7
Santa Cruz Bikes,Electra Townie Original 21D EQ Ladies' - 2018,2
Santa Cruz Bikes,Electra Townie Original 3i EQ Ladies' - 2018,2
Santa Cruz Bikes,Electra Townie Original 7D - 2015/2016,34
Santa Cruz Bikes,Electra Townie Original 7D - 2017,14
Santa Cruz Bikes,Electra Townie Original 7D EQ - 2016,56
Santa Cruz Bikes,Electra Townie Original 7D EQ - 2018,1
Santa Cruz Bikes,Electra Townie Original 7D EQ - Women's - 2016,30
Santa Cruz Bikes,Electra Townie Original 7D EQ Ladies' - 2017/2018,2
Santa Cruz Bikes,"Electra Treasure 1 20"" - 2018",1
Santa Cruz Bikes,Electra White Water 3i - 2018,1
Santa Cruz Bikes,Haro Downtown 16 - 2017,6
Santa Cruz Bikes,Haro Flightline One ST - 2017,6
Santa Cruz Bikes,Haro Flightline Two 26 Plus - 2017,3
Santa Cruz Bikes,Haro SR 1.1 - 2017,5
Santa Cruz Bikes,Haro SR 1.2 - 2017,13
Santa Cruz Bikes,Haro SR 1.3 - 2017,4
Santa Cruz Bikes,Haro Shift R3 - 2017,7
Santa Cruz Bikes,Haro Shredder 20 - 2017,12
Santa Cruz Bikes,Haro Shredder 20 Girls - 2017,4
Santa Cruz Bikes,Haro Shredder Pro 20 - 2017,6
Santa Cruz Bikes,Heller Bloodhound Trail - 2018,2
Santa Cruz Bikes,Heller Shagamaw Frame - 2016,25
Santa Cruz Bikes,Pure Cycles Vine 8-Speed - 2016,31
Santa Cruz Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,19
Santa Cruz Bikes,Pure Cycles William 3-Speed - 2016,13
Santa Cruz Bikes,Ritchey Timberwolf Frameset - 2016,34
Santa Cruz Bikes,Strider Classic 12 Balance Bike - 2018,2
Santa Cruz Bikes,Strider Sport 16 - 2018,2
Santa Cruz Bikes,Strider Strider 20 Sport - 2018,1
Santa Cruz Bikes,Sun Bicycles Atlas X-Type - 2017,10
Santa Cruz Bikes,Sun Bicycles Biscayne Tandem CB - 2017,4
Santa Cruz Bikes,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7
Santa Cruz Bikes,Sun Bicycles Brickell Tandem CB - 2017,2
Santa Cruz Bikes,Sun Bicycles Cruz 3 - 2017,19
Santa Cruz Bikes,Sun Bicycles Cruz 3 - Women's - 2017,4
Santa Cruz Bikes,Sun Bicycles Cruz 7 - 2017,14
Santa Cruz Bikes,Sun Bicycles Cruz 7 - Women's - 2017,9
Santa Cruz Bikes,Sun Bicycles Drifter 7 - 2017,5
Santa Cruz Bikes,Sun Bicycles Drifter 7 - Women's - 2017,3
Santa Cruz Bikes,Sun Bicycles ElectroLite - 2017,9
Santa Cruz Bikes,Sun Bicycles Lil Bolt Type-R - 2017,12
Santa Cruz Bikes,Sun Bicycles Lil Kitt'n - 2017,7
Santa Cruz Bikes,Sun Bicycles Revolutions 24 - 2017,4
Santa Cruz Bikes,Sun Bicycles Revolutions 24 - Girl's - 2017,5
Santa Cruz Bikes,Sun Bicycles Streamway - 2017,6
Santa Cruz Bikes,Sun Bicycles Streamway 3 - 2017,4
Santa Cruz Bikes,Sun Bicycles Streamway 7 - 2017,14
Santa Cruz Bikes,Surly Big Dummy Frameset - 2017,7
Santa Cruz Bikes,Surly Big Fat Dummy Frameset - 2018,4
Santa Cruz Bikes,Surly ECR 27.5 - 2018,1
Santa Cruz Bikes,Surly Ice Cream Truck Frameset - 2016,34
Santa Cruz Bikes,Surly Ice Cream Truck Frameset - 2017,10
Santa Cruz Bikes,Surly Karate Monkey 27.5+ Frameset - 2017,8
Santa Cruz Bikes,Surly Krampus - 2018,1
Santa Cruz Bikes,Surly Ogre Frameset - 2017,7
Santa Cruz Bikes,Surly Pack Rat - 2018,4
Santa Cruz Bikes,Surly Pack Rat Frameset - 2018,1
Santa Cruz Bikes,Surly Steamroller - 2017,4
Santa Cruz Bikes,Surly Straggler - 2016,36
Santa Cruz Bikes,Surly Straggler 650b - 2016,38
Santa Cruz Bikes,Surly Troll Frameset - 2017,11
Santa Cruz Bikes,Surly Troll Frameset - 2018,1
Santa Cruz Bikes,Surly Wednesday - 2017,4
Santa Cruz Bikes,Surly Wednesday Frameset - 2016,34
Santa Cruz Bikes,Surly Wednesday Frameset - 2017,5
Santa Cruz Bikes,Trek 820 - 2018,2
Santa Cruz Bikes,Trek Boone 7 - 2017,7
Santa Cruz Bikes,Trek Boone 7 Disc - 2018,5
Santa Cruz Bikes,Trek Boone Race Shop Limited - 2017,4
Santa Cruz Bikes,Trek Boy's Kickster - 2015/2017,6
Santa Cruz Bikes,Trek Conduit+ - 2016,39
Santa Cruz Bikes,Trek Conduit+ - 2018,3
Santa Cruz Bikes,Trek Crockett 5 Disc - 2018,1
Santa Cruz Bikes,Trek Domane AL 2 - 2018,2
Santa Cruz Bikes,Trek Domane AL 2 Women's - 2018,4
Santa Cruz Bikes,Trek Domane AL 3 - 2018,1
Santa Cruz Bikes,Trek Domane AL 3 Women's - 2018,2
Santa Cruz Bikes,Trek Domane ALR 3 - 2018,1
Santa Cruz Bikes,Trek Domane ALR 4 Disc Women's - 2018,2
Santa Cruz Bikes,Trek Domane ALR 5 Gravel - 2018,3
Santa Cruz Bikes,Trek Domane ALR Disc Frameset - 2018,3
Santa Cruz Bikes,Trek Domane ALR Frameset - 2018,1
Santa Cruz Bikes,Trek Domane S 5 Disc - 2017,8
Santa Cruz Bikes,Trek Domane S 6 - 2017,12
Santa Cruz Bikes,Trek Domane SL 5 - 2018,2
Santa Cruz Bikes,Trek Domane SL 5 Disc - 2018,2
Santa Cruz Bikes,Trek Domane SL 6 - 2017,3
Santa Cruz Bikes,Trek Domane SL 6 - 2018,2
Santa Cruz Bikes,Trek Domane SL 8 Disc - 2018,2
Santa Cruz Bikes,Trek Domane SL Disc Frameset - 2017,5
Santa Cruz Bikes,Trek Domane SL Frameset - 2018,1
Santa Cruz Bikes,Trek Domane SL Frameset Women's - 2018,1
Santa Cruz Bikes,Trek Domane SLR 6 - 2018,1
Santa Cruz Bikes,Trek Domane SLR 6 Disc - 2017,3
Santa Cruz Bikes,Trek Domane SLR 6 Disc - 2018,2
Santa Cruz Bikes,Trek Domane SLR Frameset - 2018,3
Santa Cruz Bikes,Trek Emonda ALR 6 - 2018,2
Santa Cruz Bikes,Trek Emonda S 4 - 2017,7
Santa Cruz Bikes,Trek Emonda S 5 - 2017,2
Santa Cruz Bikes,Trek Emonda SL 7 - 2018,1
Santa Cruz Bikes,Trek Emonda SLR 6 - 2018,1
Santa Cruz Bikes,Trek Farley Alloy Frameset - 2017,5
Santa Cruz Bikes,Trek Farley Carbon Frameset - 2018,2
Santa Cruz Bikes,Trek Fuel EX 5 27.5 Plus - 2017,4
Santa Cruz Bikes,Trek Fuel EX 5 Plus - 2018,2
Santa Cruz Bikes,Trek Fuel EX 8 29 - 2016,31
Santa Cruz Bikes,Trek Fuel EX 8 29 XT - 2018,2
Santa Cruz Bikes,Trek Fuel EX 9.8 27.5 Plus - 2017,5
Santa Cruz Bikes,Trek Fuel EX 9.8 29 - 2017,2
Santa Cruz Bikes,Trek Girl's Kickster - 2017,5
Santa Cruz Bikes,Trek Kickster - 2018,2
Santa Cruz Bikes,Trek Kids' Neko - 2018,2
Santa Cruz Bikes,Trek Lift+ - 2018,2
Santa Cruz Bikes,Trek MT 201 - 2018,1
Santa Cruz Bikes,Trek Madone 9.2 - 2017,10
Santa Cruz Bikes,Trek Marlin 5 - 2018,2
Santa Cruz Bikes,Trek Marlin 7 - 2017/2018,1
Santa Cruz Bikes,Trek Neko+ - 2018,1
Santa Cruz Bikes,Trek Powerfly 5 Women's - 2018,1
Santa Cruz Bikes,Trek Powerfly 7 FS - 2018,3
Santa Cruz Bikes,Trek Powerfly 8 FS Plus - 2017,6
Santa Cruz Bikes,Trek Precaliber 12 Boy's - 2018,1
Santa Cruz Bikes,Trek Precaliber 12 Boys - 2017,6
Santa Cruz Bikes,Trek Precaliber 12 Girls - 2017,6
Santa Cruz Bikes,Trek Precaliber 16 Boys - 2017,6
Santa Cruz Bikes,Trek Precaliber 16 Girl's - 2018,2
Santa Cruz Bikes,Trek Precaliber 16 Girls - 2017,7
Santa Cruz Bikes,Trek Precaliber 20 6-speed Boy's - 2018,1
Santa Cruz Bikes,Trek Precaliber 24 (21-Speed) - Girls - 2017,4
Santa Cruz Bikes,Trek Precaliber 24 (7-Speed) - Boys - 2018,1
Santa Cruz Bikes,Trek Precaliber 24 21-speed Boy's - 2018,1
Santa Cruz Bikes,Trek Precaliber 24 7-speed Girl's - 2018,1
Santa Cruz Bikes,Trek Procal AL Frameset - 2018,1
Santa Cruz Bikes,Trek Procaliber Frameset - 2018,2
Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,33
Santa Cruz Bikes,Trek Remedy 7 27.5 - 2018,2
Santa Cruz Bikes,Trek Remedy 9.8 - 2017,4
Santa Cruz Bikes,Trek Remedy 9.8 27.5 - 2018,2
Santa Cruz Bikes,Trek Session DH 27.5 Carbon Frameset - 2017,7
Santa Cruz Bikes,Trek Silque SLR 7 Women's - 2017,4
Santa Cruz Bikes,Trek Silque SLR 8 Women's - 2017,5
Santa Cruz Bikes,Trek Slash 8 27.5 - 2016,32
Santa Cruz Bikes,Trek Stache 5 - 2017,2
Santa Cruz Bikes,Trek Stache 5 - 2018,5
Santa Cruz Bikes,Trek Stache Carbon Frameset - 2018,2
Santa Cruz Bikes,Trek Super Commuter+ 7 - 2018,4
Santa Cruz Bikes,Trek Ticket S Frame - 2018,1
Santa Cruz Bikes,Trek Verve+ - 2018,3
Santa Cruz Bikes,Trek X-Caliber 7 - 2018,3
Santa Cruz Bikes,Trek X-Caliber 8 - 2017,10
Santa Cruz Bikes,Trek X-Caliber Frameset - 2018,2
Santa Cruz Bikes,Trek XM700+ - 2018,2
Santa Cruz Bikes,Trek XM700+ Lowstep - 2018,2
