customer_id,purchase_frequency,avg_order_value,preferred_categories,customer_segment
156,1,1511.461,"6,3",Medium Value
507,1,1511.4357499999999,6,Medium Value
355,1,1507.9859499999998,"3,7",Medium Value
129,1,1505.7404999999999,"6,3",Medium Value
1249,1,1504.00742,"6,3,1",Medium Value
736,1,1502.5378,"4,2",Medium Value
138,2,1501.3121125,"3,6,1,7",Medium Value
1389,1,1499.382,6,Medium Value
1202,1,1499.1939,"6,3,2",Medium Value
18,3,1487.7289,"6,3,1,2,7,5",High Value
566,1,1486.3183333333334,"1,5,3",Medium Value
352,1,1481.3900250000002,"3,6,7",Medium Value
744,1,1480.988775,"6,5,3",Medium Value
497,1,1479.15105,"6,4",Medium Value
307,1,1471.491,"5,1",Medium Value
1125,1,1467.8839,"1,7,2",Medium Value
1281,1,1466.2405999999999,"5,1",Medium Value
1021,1,1465.86135,"6,3",Medium Value
793,1,1465.4080200000003,"4,3,5",Medium Value
1400,1,1464.342,"6,3",Medium Value
862,1,1458.9645,"6,3",Medium Value
486,1,1458.533925,"6,7,3",Medium Value
774,1,1451.5093749999999,"7,3,1",Medium Value
239,2,1450.9852571428569,"3,6,1,7",Medium Value
675,1,1450.7239000000002,"3,7,2",Medium Value
863,1,1450.4834999999998,"3,6",Medium Value
1172,1,1444.4416750000003,"1,6,7",Medium Value
253,1,1439.9840000000002,3,Medium Value
1215,1,1436.4887999999999,"3,6,7",Medium Value
726,1,1435.2429799999998,"5,4,3,1",Medium Value
1362,1,1433.3190000000002,"6,3",Medium Value
900,1,1432.8179,"6,3",Medium Value
332,1,1432.2336,"6,3,2",Medium Value
161,1,1432.0605000000003,"4,6,3",Medium Value
489,1,1426.9815,"6,3",Medium Value
527,1,1426.5241666666668,"4,3,2",Medium Value
985,1,1426.1081,"1,4,3,2",Medium Value
624,1,1423.7044666666663,"6,3,2",Medium Value
240,2,1422.7280285714285,"6,3,1",Medium Value
116,3,1421.5148555555554,"6,3,2,7",High Value
569,1,1421.15502,"6,5,4,2",Medium Value
77,3,1420.4923666666666,"6,3,5,1",High Value
1140,1,1417.7757,"6,4",Medium Value
81,2,1415.234225,"3,1,7",Medium Value
538,1,1408.5344799999998,"6,4,3,2",Medium Value
53,3,1406.82366,"6,5,4,3,1,2",High Value
155,1,1404.9911333333332,"6,3,1",Medium Value
1373,1,1400.0143500000001,"6,3",Medium Value
1442,1,1397.44974,"3,7",Medium Value
1042,1,1397.0860999999998,"6,3,1",Medium Value
822,1,1396.4904999999999,6,Medium Value
922,1,1395.74302,"6,7,3,2",Medium Value
968,1,1394.9906999999998,6,Medium Value
476,1,1394.9814,7,Medium Value
1200,1,1391.391125,"6,3,2",Medium Value
1246,1,1389.2820000000002,"6,3,1",Medium Value
301,1,1385.5643,"7,1,2",Medium Value
998,1,1382.23925,"3,6,1",Medium Value
1254,1,1378.9911749999999,"7,1,2",Medium Value
1141,1,1378.6521666666667,"5,3,2",Medium Value
754,1,1377.42714,"6,5,3,1",Medium Value
178,1,1375.1855000000003,"6,4,3",Medium Value
1058,1,1371.992,"6,3",Medium Value
15,3,1369.5431142857144,"6,3,1,7",High Value
760,1,1368.3709999999999,"6,3,2",Medium Value
881,1,1367.0907,6,Medium Value
837,1,1365.9062,"6,1,2",Medium Value
202,1,1365.0046,"6,1",Medium Value
1275,1,1363.24525,"6,4",Medium Value
103,1,1359.1960000000001,"4,1",Medium Value
26,2,1359.1529285714284,"4,1,3,6,7",Medium Value
1426,1,1356.4673599999999,"6,3",Medium Value
946,1,1354.111133333333,6,Medium Value
702,1,1352.42798,"6,2,1",Medium Value
1158,1,1350.9875200000001,"3,4,1",Medium Value
741,1,1349.982,6,Medium Value
120,2,1346.4524,"3,1,6,2,7,4",Medium Value
806,1,1345.9882333333333,"5,3,2",Medium Value
530,1,1345.5116000000003,"6,7,1",Medium Value
874,1,1344.7920000000001,4,Medium Value
1006,1,1344.6153,"6,2,3",Medium Value
1066,1,1343.6523333333332,"1,3",Medium Value
56,3,1336.0887799999998,"3,1,7",High Value
1280,1,1335.538975,"6,3,1",Medium Value
961,1,1334.738875,"6,4,3,2",Medium Value
220,1,1334.45894,"6,4,3,2",Medium Value
1390,1,1333.33375,"7,3,1",Medium Value
521,1,1332.7873333333334,"4,1,2",Medium Value
362,1,1332.6582333333333,"6,3,1",Medium Value
1329,1,1331.4853,"6,3",Medium Value
257,1,1328.97605,"5,4,1",Medium Value
367,1,1320.5901000000001,"6,1",Medium Value
636,1,1317.561,"6,3",Medium Value
571,1,1315.78582,"1,2,7",Medium Value
42,2,1315.0167857142858,"3,1,2,7",Medium Value
614,1,1311.9893333333337,"6,5,1",Medium Value
868,1,1311.2907,6,Medium Value
1394,1,1307.988,"6,2",Medium Value
1319,1,1307.963225,"3,6,7,2",Medium Value
413,1,1306.486875,"6,2",Medium Value
1395,1,1305.11835,"4,6,3,1",Medium Value
1001,1,1303.9541666666667,"4,3,2",Medium Value
309,1,1300.2195666666669,"4,3,2",Medium Value
1324,1,1300.0202333333332,"4,3,2",Medium Value
1054,1,1299.9885666666667,"6,3,1",Medium Value
646,1,1293.64526,"6,3",Medium Value
24,3,1290.9050727272727,"6,3,5,1",High Value
361,1,1288.536675,"6,2",Medium Value
963,1,1283.31888,"4,3,2",Medium Value
90,2,1279.5407142857143,"6,3,7,1",Medium Value
966,1,1276.9659499999998,"6,3",Medium Value
224,2,1274.6550444444447,"6,3,2,1,4",Medium Value
686,1,1272.1541333333332,"6,3,1",Medium Value
46,3,1271.786657142857,"6,5,3,2",High Value
447,1,1270.15575,"6,3,2",Medium Value
984,1,1267.13274,"6,4,3,1,2",Medium Value
1088,1,1264.3860000000002,"6,2",Medium Value
1334,1,1256.041125,"6,4,3,2",Medium Value
515,1,1255.5449,"7,6,3",Medium Value
183,1,1254.9405,6,Medium Value
524,1,1254.4637749999997,"6,7,3",Medium Value
623,1,1253.981,3,Medium Value
1233,1,1253.9344250000001,"6,3,2",Medium Value
1147,1,1251.1494500000001,"6,4,3,1",Medium Value
134,1,1250.6246666666666,"6,3",Medium Value
890,1,1250.2910666666664,"1,7,3",Medium Value
1206,1,1247.85574,"6,2,3,1",Medium Value
1247,1,1247.81872,"6,4,3",Medium Value
124,2,1247.10762,"2,6,4,3",Medium Value
1411,1,1240.114675,"2,6,7,1",Medium Value
1266,1,1237.48635,"2,6",Medium Value
673,1,1231.8248333333333,"3,4",Medium Value
1190,1,1230.737125,"3,7",Medium Value
1397,1,1230.2885999999999,"6,3,1",Medium Value
313,1,1229.5915,"5,3",Medium Value
1186,1,1228.5207,6,Medium Value
812,1,1227.5814,3,Medium Value
826,1,1223.9017999999999,"4,1",Medium Value
459,1,1219.3515,"4,3,2",Medium Value
1350,1,1217.9860800000001,"6,3,1,2",Medium Value
723,1,1214.80964,"6,3,1,2",Medium Value
474,1,1214.6816666666666,"6,3",Medium Value
152,1,1214.5146666666667,"3,6,1",Medium Value
818,1,1209.8817,3,Medium Value
1381,1,1207.4815,"6,2",Medium Value
341,1,1199.9840000000002,6,Medium Value
1387,1,1199.9840000000002,6,Medium Value
919,1,1197.9873400000001,"6,3,1,2",Medium Value
213,1,1197.4336999999998,"6,3",Medium Value
716,1,1197.09,"4,3",Medium Value
819,1,1196.0396750000002,"6,3,1,2",Medium Value
965,1,1195.4827500000001,"6,3,1,2",Medium Value
1189,1,1193.8206666666665,"6,3,1",Medium Value
84,2,1192.4240833333333,"5,3,1,6",Medium Value
400,1,1191.708625,"6,7,3",Medium Value
277,1,1190.1853333333336,"6,3,2",Medium Value
393,1,1189.9865,"6,3",Medium Value
1028,1,1188.3221666666666,"6,3,1",Medium Value
641,1,1187.6748333333335,"6,3",Medium Value
250,1,1185.5811999999999,"6,7",Medium Value
577,1,1181.9229599999999,"6,3,1",Medium Value
1104,1,1181.0814,"1,6",Medium Value
1121,1,1180.19535,"6,3",Medium Value
599,1,1178.4252999999999,"3,7",Medium Value
1301,1,1173.2160250000002,"4,3",Medium Value
929,1,1172.363975,"6,4,3,1",Medium Value
1057,1,1170.3851399999999,"6,7,3,1",Medium Value
1152,1,1168.2198400000002,"3,2,6,7",Medium Value
131,1,1167.76035,"4,3",Medium Value
1169,1,1166.3873,"4,3,2",Medium Value
1039,1,1164.7880000000002,"6,3",Medium Value
57,2,1163.6566833333334,"6,3,2",Medium Value
640,1,1161.89548,"6,3",Medium Value
139,1,1159.988,"7,3",Medium Value
1308,1,1159.9840000000002,"6,2",Medium Value
233,2,1158.5420000000001,6,Medium Value
833,1,1155.9635,"4,3,1,2",Medium Value
705,1,1154.515,"6,4",Medium Value
280,1,1154.003625,"6,3,2",Medium Value
1346,1,1147.6045000000001,"6,1",Medium Value
1211,1,1146.648,"6,3,2",Medium Value
1134,1,1144.7488200000003,"3,6,5",Medium Value
151,2,1143.9378,"6,3,1",Medium Value
327,1,1143.3192000000001,"6,4,3",Medium Value
274,1,1140.2210799999998,"6,3,1,2",Medium Value
164,1,1139.981,3,Medium Value
398,1,1139.981,3,Medium Value
406,1,1139.981,3,Medium Value
475,1,1139.981,2,Medium Value
986,1,1136.211775,"6,2",Medium Value
994,1,1134.6180000000002,"6,4,2",Medium Value
839,1,1130.470975,"3,6,1",Medium Value
208,2,1130.20534,"6,3,1,2",Medium Value
209,1,1127.992,6,Medium Value
1056,1,1125.936475,"6,3",Medium Value
1129,1,1124.2512,"5,1,2",Medium Value
894,1,1123.818125,"5,3,2",Medium Value
1062,1,1119.2935,"6,4,2",Medium Value
1354,1,1118.865875,"6,3,2",Medium Value
903,1,1117.7037,"3,1,7,2",Medium Value
1153,1,1116.6613000000002,"4,3,1",Medium Value
1073,1,1115.9814,3,Medium Value
1241,1,1115.9814,3,Medium Value
995,1,1111.931,"6,4,3,1",Medium Value
958,1,1111.46614,"2,6,7,3",Medium Value
770,1,1104.48725,"6,1",Medium Value
215,1,1099.490975,"6,7,3",Medium Value
553,1,1098.946,"4,3",Medium Value
410,1,1095.7897,"6,3,1",Medium Value
887,1,1092.336125,"7,3,1,2",Medium Value
132,1,1090.6045000000001,"6,4,3",Medium Value
470,1,1090.077,"6,3",Medium Value
99,1,1086.3790999999999,"6,4,3",Medium Value
910,1,1083.514625,"6,7,3,1",Medium Value
1352,1,1081.2511333333334,"6,2",Medium Value
498,1,1079.6541333333332,"6,3",Medium Value
756,1,1079.612875,"6,4,3",Medium Value
52,2,1077.9425166666667,"4,3",Medium Value
820,1,1076.6508333333334,3,Medium Value
110,2,1074.2676,"7,3,1,6",Medium Value
376,1,1068.2655,"4,1",Medium Value
975,1,1067.4893,"6,3,1",Medium Value
1303,1,1066.58934,"3,6",Medium Value
653,1,1063.9841666666664,"5,3,1",Medium Value
113,1,1059.08665,"6,7,3,1",Medium Value
582,1,1056.1847,"2,6",Medium Value
1116,1,1055.9840000000002,3,Medium Value
1298,1,1053.7367,"3,7,1",Medium Value
1326,1,1051.9855,"6,3,1",Medium Value
668,1,1050.46125,6,Medium Value
1097,1,1048.826975,"4,1,2",Medium Value
832,1,1048.8214999999998,"7,1,2",Medium Value
1163,1,1046.631675,"4,3,1,2",Medium Value
477,1,1044.981,6,Medium Value
1096,1,1042.33855,"6,3,1",Medium Value
1044,1,1041.5814,3,Medium Value
1418,1,1040.713875,"6,3,1",Medium Value
30,3,1035.53908,"3,4,1,2",High Value
628,1,1035.3214666666665,"7,3",Medium Value
189,1,1034.68625,"3,6",Medium Value
620,1,1032.99135,"6,3",Medium Value
1067,1,1032.586125,"6,3,2",Medium Value
434,1,1030.9816,"3,2",Medium Value
1376,1,1027.26625,"5,3,2",Medium Value
286,1,1026.7014,2,Medium Value
1273,1,1024.4696000000001,"4,6,2",Medium Value
300,1,1023.984,3,Medium Value
337,1,1023.8707999999999,"6,3,1",Medium Value
162,1,1023.712025,"6,3",Medium Value
1175,1,1023.214175,"6,3,1",Medium Value
753,1,1022.9813999999999,3,Medium Value
981,1,1022.9813999999999,2,Medium Value
273,1,1018.9874666666666,"3,6",Medium Value
989,1,1018.0835,"6,4,3,2",Medium Value
691,1,1016.9159999999999,"6,3,1",Medium Value
1072,1,1016.209425,"3,6,1",Medium Value
679,1,1012.7737999999999,"6,3",Medium Value
428,1,1012.46768,"5,4,1",Medium Value
801,1,1011.2121750000002,"6,3,1",Medium Value
395,1,1010.288425,"6,1",Medium Value
600,1,1009.625675,"6,3,2",Medium Value
450,1,1007.514025,"6,3,1",Medium Value
1187,1,1006.9825000000001,"1,3",Medium Value
695,1,1006.981,3,Medium Value
719,1,1006.981,3,Medium Value
1413,1,1004.7746666666667,"6,4,1",Medium Value
855,1,1004.3814,"3,2",Medium Value
597,1,1004.360025,"6,1",Medium Value
237,2,1003.7905999999999,"6,1",Medium Value
386,1,1003.1614250000001,"6,3,2",Medium Value
865,1,998.9061750000001,"6,3",Medium Value
359,1,995.0813999999999,"6,2",Medium Value
680,1,993.983,"3,1",Medium Value
617,1,993.2213999999999,2,Medium Value
1364,1,989.991,3,Medium Value
766,1,989.9820000000001,3,Medium Value
830,1,989.9820000000001,3,Medium Value
852,1,989.9820000000001,3,Medium Value
1221,1,989.9820000000001,3,Medium Value
1366,1,989.9820000000001,3,Medium Value
932,1,986.8657,"4,3",Medium Value
854,1,986.4812,2,Medium Value
615,1,982.2875799999999,"6,1,2",Medium Value
944,1,982.0405000000001,"4,1",Medium Value
1355,1,980.5405999999999,"6,3",Medium Value
176,2,975.6727428571429,"6,3,1,7",Medium Value
83,2,974.1438375,"6,3,2,1",Medium Value
1102,1,972.878125,"6,3,2",Medium Value
1375,1,971.7026666666667,"6,3,2",Medium Value
163,1,970.22744,"6,4,3,1,2",Medium Value
825,1,967.4817,"6,1",Medium Value
973,1,967.0752,"6,3,1",Medium Value
625,1,965.03635,"6,3,2",Medium Value
1033,1,963.2853666666666,"3,1,2",Medium Value
945,1,962.9251,"3,1,2,6",Medium Value
1078,1,960.7260200000001,"6,3,1,2",Medium Value
585,1,959.984,3,Medium Value
733,1,959.984,2,Medium Value
1288,1,959.984,3,Medium Value
982,1,959.2550666666666,"6,3",Medium Value
979,1,955.7583333333333,"6,3,2",Medium Value
1209,1,955.6047199999999,"6,3,1",Medium Value
645,1,954.57325,"3,6,2",Medium Value
561,1,953.9820000000001,3,Medium Value
288,1,953.0857400000001,"6,3",Medium Value
133,1,952.7057500000001,"6,4,3",Medium Value
325,1,949.9905,6,Medium Value
373,1,949.981,2,Medium Value
449,1,947.2705,"6,4",Medium Value
667,1,942.6498,"6,3,2",Medium Value
1296,1,942.235,"6,3,1",Medium Value
443,1,937.0193800000001,"3,7,2,1",Medium Value
1107,1,934.4817,6,Medium Value
811,1,931.983,3,Medium Value
197,1,931.0080800000002,"6,4,1,2",Medium Value
555,1,930.9906000000001,"4,3,1",Medium Value
572,1,930.981,2,Medium Value
785,1,929.9814,2,Medium Value
962,1,928.30585,3,Medium Value
1407,1,928.0375000000001,"6,2",Medium Value
71,2,927.66625,6,Medium Value
1328,1,926.77088,"6,4,3,1",Medium Value
885,1,924.9875400000001,"6,5,3,1",Medium Value
106,1,923.6543333333333,"3,6",Medium Value
1117,1,922.941,"6,3",Medium Value
326,1,922.7878000000001,"3,6,1",Medium Value
261,1,918.73585,"6,2",Medium Value
1188,1,917.2315000000001,"6,3",Medium Value
198,1,916.4491333333334,"6,3,1",Medium Value
1299,1,915.5907,"3,2",Medium Value
205,1,910.5031500000001,"4,3,1",Medium Value
1271,1,905.9879999999999,"1,6,5",Medium Value
1353,1,903.431125,"4,3,2",Medium Value
1038,1,902.9830000000001,"2,6",Medium Value
343,1,900.2407499999999,"6,1",Medium Value
1016,1,898.9875,"6,1",Medium Value
76,2,896.0597250000001,"6,3,1,2,7",Medium Value
299,1,895.7144666666667,"3,2",Medium Value
266,1,893.9856666666666,"3,1",Medium Value
344,1,892.93284,"3,6,1,2",Medium Value
554,1,891.84368,"3,6,1,2",Medium Value
1335,1,890.8975333333333,"6,2",Medium Value
1091,1,889.0121800000001,"6,3,1,2",Medium Value
711,1,887.32068,"6,3,2",Medium Value
243,1,886.2542333333334,"6,5,1",Medium Value
526,1,884.5880000000001,"6,3,1",Medium Value
1075,1,884.3576666666667,"6,3,2",Medium Value
694,1,882.825975,"3,6,7",Medium Value
710,1,882.56535,"6,3",Medium Value
535,1,879.988,"6,2",Medium Value
271,1,879.984,3,Medium Value
683,1,879.984,3,Medium Value
469,1,877.9346000000002,"6,1,2",Medium Value
64,3,877.8131099999998,"6,3",Medium Value
232,1,877.68625,3,Medium Value
1180,1,876.88585,3,Medium Value
560,1,875.6233,"6,4,3,1",Medium Value
1198,1,872.9820000000001,"6,2",Medium Value
1219,1,871.017975,"4,3",Medium Value
648,1,868.9610749999999,"4,3,2",Medium Value
735,1,868.4274666666666,"6,1,2",Medium Value
1371,1,867.46625,"6,2",Medium Value
632,1,866.3893333333334,"4,1,2",Medium Value
730,1,865.4050800000001,"6,2,3,1",Medium Value
537,1,863.60108,"6,1,2",Medium Value
931,1,861.19152,"3,2,6",Medium Value
1358,1,860.984425,"6,1,2",Medium Value
78,2,860.315775,"1,6",Medium Value
435,1,859.864375,"6,3,1",Medium Value
1080,1,857.740775,"6,4,3",Medium Value
659,1,853.0999999999999,3,Medium Value
1212,1,848.98585,3,Medium Value
98,1,848.8221666666667,"6,3,2",Medium Value
792,1,847.984,3,Medium Value
864,1,847.6162499999999,"1,7,3,2",Medium Value
745,1,846.2860499999999,3,Medium Value
528,1,845.9820000000001,6,Medium Value
829,1,845.9820000000001,6,Medium Value
884,1,845.9820000000001,6,Medium Value
217,2,845.5060833333333,"4,6,2,1,3",Medium Value
1433,1,845.2461000000001,"7,1,6",Medium Value
1071,1,842.6430250000001,"6,3",Medium Value
392,1,840.9870000000001,"1,6",Medium Value
1269,1,840.9051599999999,"6,1",Medium Value
1393,1,840.7404999999999,"5,1",Medium Value
1265,1,839.9369250000001,"6,1",Medium Value
1101,1,839.3910400000001,"2,3,1",Medium Value
1384,1,839.3831333333334,"7,3,1",Medium Value
612,1,839.20556,"6,1,2",Medium Value
260,1,837.412175,"4,3",Medium Value
757,1,837.1549000000001,"4,6,3",Medium Value
847,1,836.9814,3,Medium Value
45,2,836.912,"6,3,2",Medium Value
55,2,836.72414,"2,6,3,1",Medium Value
1123,1,836.6486666666666,2,Medium Value
816,1,834.99125,"6,2",Medium Value
1113,1,834.38958,"4,3,1",Medium Value
542,1,833.9213333333333,"6,3,2",Medium Value
872,1,832.6519666666667,"6,3,2",Medium Value
977,1,832.015775,"6,3,1",Medium Value
590,1,827.53595,"3,2",Medium Value
1405,1,824.9862499999999,"3,2",Medium Value
62,2,824.4290799999999,"3,2,7,6",Medium Value
591,1,823.1907,"6,3",Medium Value
951,1,823.10675,"6,3,1",Medium Value
619,1,820.0871799999999,"1,2,6",Medium Value
873,1,819.5135,3,Medium Value
229,1,814.6707,7,Medium Value
1338,1,813.3912500000001,"6,2",Medium Value
267,1,812.9815,"3,1",Medium Value
358,1,811.8120000000001,"6,2",Medium Value
988,1,810.9814666666667,"3,2",Medium Value
639,1,806.851,"4,2",Medium Value
936,1,803.8238333333334,"4,6,3",Medium Value
433,1,800.68585,"6,2",Medium Value
644,1,800.38368,"3,6",Medium Value
729,1,799.9920000000001,6,Medium Value
1168,1,799.9920000000001,6,Medium Value
1402,1,799.9920000000001,6,Medium Value
602,1,799.984,2,Medium Value
353,1,799.0511,"6,3",Medium Value
1157,1,797.9399999999999,3,Medium Value
1059,1,796.48635,"1,3",Medium Value
1339,1,795.4267,"3,2",Medium Value
1311,1,795.04686,"3,6,1,2",Medium Value
777,1,793.1545,"6,1",Medium Value
41,2,792.4057399999999,"1,6,3",Medium Value
662,1,792.0863000000002,"3,2,1",Medium Value
1068,1,791.9890499999999,"3,6,2",Medium Value
1243,1,791.0817,"3,2",Medium Value
764,1,790.76065,"6,3,1",Medium Value
264,1,788.53585,"6,3",Medium Value
1208,1,786.08175,"4,3,2",Medium Value
49,2,785.5880000000001,"6,2",Medium Value
303,1,784.0108,"4,6,3,1",Medium Value
1155,1,783.73575,"3,2",Medium Value
219,1,783.5865,2,Medium Value
510,1,782.2207999999999,"6,3",Medium Value
707,1,779.98625,"3,2",Medium Value
319,1,779.1541666666666,"6,3",Medium Value
570,1,778.3914,3,Medium Value
1160,1,777.7141750000001,"6,3",Medium Value
1399,1,773.2513,"6,1,2",Medium Value
1083,1,773.20908,"6,3,2",Medium Value
841,1,773.192,"6,3",Medium Value
642,1,772.2,3,Medium Value
437,1,771.9856,"6,3,1,2",Medium Value
317,1,771.8814,"3,1",Medium Value
967,1,769.7678333333333,"6,3,1",Medium Value
369,1,768.06075,3,Medium Value
1434,1,765.4815,3,Medium Value
1203,1,763.64248,"2,6,3,1",Medium Value
763,1,762.5813999999999,"3,1",Medium Value
402,1,760.9883333333333,"6,1,2",Medium Value
234,1,760.9842800000001,"3,1",Medium Value
168,1,760.32974,"3,1",Medium Value
523,1,759.9905,"6,3",Medium Value
214,1,758.185025,"6,3,1",Medium Value
927,1,758.1700000000001,3,Medium Value
941,1,754.5713000000001,"4,3,1",Medium Value
1404,1,753.828225,"6,3,1,2",Medium Value
17,3,753.6181428571429,"3,6,1,7",Medium Value
1092,1,753.5840000000001,2,Medium Value
154,1,751.984,6,Medium Value
166,1,751.984,6,Medium Value
368,1,751.984,6,Medium Value
635,1,751.4815000000001,"1,2",Medium Value
817,1,750.9716666666667,3,Medium Value
942,1,749.98595,2,Medium Value
516,1,749.9830000000001,"3,1",Medium Value
222,1,748.74135,"6,3",Medium Value
1287,1,747.93975,"3,2",Medium Value
424,1,745.14535,"4,1",Medium Value
171,1,744.7655000000001,"3,7,2",Medium Value
1115,1,744.1777,"4,2,3,1",Medium Value
575,1,740.9573999999999,"6,3,2",Medium Value
1027,1,739.2142333333333,"7,3,1",Medium Value
11,3,738.04722,"7,1,2",Medium Value
211,1,736.2405,"6,3",Medium Value
8,3,733.8855666666667,"1,2",Medium Value
1401,1,733.6481333333332,"6,3,1",Medium Value
436,1,733.6213666666666,"3,6",Medium Value
546,1,732.6500000000001,"6,3",Medium Value
789,1,731.8582333333334,"3,5",Medium Value
1331,1,731.6839,"4,1,2",Medium Value
1087,1,730.1886666666668,"7,3,1",Medium Value
438,1,727.987,"6,3",Medium Value
657,1,726.6718000000001,"4,3,1",Medium Value
669,1,724.8711500000001,"3,2",Medium Value
137,1,723.8905,3,Medium Value
249,1,723.8905,3,Medium Value
771,1,722.93855,"3,6,2",Medium Value
324,1,721.6938999999999,"6,3",Medium Value
455,1,719.984,2,Medium Value
241,1,719.3053333333334,"3,2",Medium Value
799,1,718.4850000000001,"6,3,1",Medium Value
1077,1,718.4000000000001,3,Medium Value
1045,1,718.3906666666667,3,Medium Value
670,1,717.3414,"6,3",Medium Value
501,1,712.4905,6,Medium Value
901,1,712.4905,7,Medium Value
938,1,711.6874666666666,"3,1",Medium Value
699,1,711.4815,"2,1",Medium Value
1105,1,710.7683499999999,"7,1,2",Medium Value
333,1,710.0115250000001,6,Medium Value
761,1,709.3858,"2,3,1",Medium Value
1379,1,708.7111,"1,3",Medium Value
980,1,708.2865,"6,2",Medium Value
1179,1,707.8544,"6,3",Medium Value
1277,1,706.7814,6,Medium Value
1420,1,703.7760000000001,3,Medium Value
204,1,703.389675,"6,3",Medium Value
101,1,702.981,"6,3",Medium Value
674,1,701.3870000000001,2,Medium Value
1029,1,701.0360000000001,"3,2,1",Medium Value
1036,1,700.792,7,Medium Value
1185,1,700.4830000000001,"1,2",Medium Value
1197,1,700.074375,"3,6,1",Medium Value
1444,1,699.988,"3,2",Medium Value
909,1,699.9879,"1,3",Medium Value
1108,1,698.262025,"6,3,2",Medium Value
158,1,697.5812,"6,1",Medium Value
508,1,697.4907,7,Medium Value
1383,1,696.1365000000001,"7,3",Medium Value
1216,1,695.13675,"3,7,1",Medium Value
720,1,694.886,"6,2",Medium Value
1250,1,694.3868333333334,"4,3",Medium Value
465,1,691.486,"3,2",Medium Value
1093,1,689.4455600000001,"6,3,2",Medium Value
737,1,687.1866,3,Medium Value
519,1,686.809875,"6,1,3",Medium Value
1204,1,686.23595,"3,1",Medium Value
987,1,684.5624250000001,"2,1,3",Medium Value
1017,1,684.03585,"6,2",Medium Value
387,1,683.992,"7,1",Medium Value
1429,1,680.6878,"3,1,2",Medium Value
1356,1,679.988,"3,2",Medium Value
790,1,679.8691000000001,"2,6,3",Medium Value
828,1,679.1912500000001,"4,2,3",Medium Value
1210,1,676.2517499999999,"6,3,2",Medium Value
813,1,675.3190200000001,"6,3,1",Medium Value
650,1,675.29355,"3,6",Medium Value
228,1,674.991,3,Medium Value
1428,1,674.991,6,Medium Value
1193,1,674.6879,"6,1",Medium Value
616,1,674.4276,"3,2",Medium Value
845,1,670.4875333333333,"3,2",Medium Value
414,1,668.54085,6,Medium Value
431,1,666.4498,1,Medium Value
1183,1,666.2411000000001,"1,6,2",Medium Value
399,1,665.9866999999999,"3,1",Medium Value
256,1,664.5363500000001,"1,7",Medium Value
797,1,661.3576666666667,"3,2",Medium Value
1128,1,660.811175,"3,6,1",Medium Value
722,1,658.4009199999999,"3,2",Medium Value
1184,1,657.4644000000001,"3,1",Medium Value
357,1,656.8635666666667,"6,3",Medium Value
458,1,652.4875000000001,"6,1",Medium Value
915,1,650.73575,"6,3",Medium Value
1114,1,650.4491333333334,"2,6,1",Medium Value
1000,1,650.1916666666667,"4,3",Medium Value
1293,1,642.98585,"6,3",Medium Value
796,1,642.1936666666666,"3,2",Medium Value
511,1,638.9830000000001,"1,6",Medium Value
879,1,638.4875000000001,"3,2",Medium Value
664,1,636.392,"6,3",Medium Value
1173,1,634.8195000000001,"3,1,2",Medium Value
1145,1,634.48898,"6,3,1",Medium Value
556,1,634.1876333333333,"2,3,1",Medium Value
630,1,632.9861999999999,3,Medium Value
928,1,632.49135,"6,2",Medium Value
618,1,631.9852,"3,1",Medium Value
148,1,630.4865,3,Medium Value
1232,1,630.3708333333333,"3,1",Medium Value
1270,1,629.9820000000001,1,Medium Value
769,1,629.486,"6,3",Medium Value
1053,1,628.986,"6,3",Medium Value
940,1,628.6279666666668,"6,3",Medium Value
1143,1,628.0455,3,Medium Value
207,1,625.1095250000001,"7,1,2",Medium Value
1110,1,624.986,3,Medium Value
405,1,622.9865,"1,3",Medium Value
262,1,621.10685,"6,3,1",Medium Value
1363,1,620.1941666666667,"3,7",Medium Value
1361,1,620.0920000000001,"3,1",Medium Value
1264,1,617.489625,"6,3,1",Medium Value
1412,1,617.48575,"6,1",Medium Value
935,1,616.6855666666667,"3,1",Medium Value
1351,1,616.3643,"3,2",Medium Value
430,1,615.6882333333333,"3,1",Medium Value
480,1,614.8412999999999,"6,3,1",Medium Value
573,1,614.5459999999999,"6,3",Medium Value
913,1,613.8738999999999,"3,2",Medium Value
285,1,613.7907,3,Medium Value
706,1,613.2370000000001,"6,3,1",Medium Value
552,1,612.43865,"6,3,1",Medium Value
897,1,611.9820000000001,1,Medium Value
495,1,611.7352500000001,"3,1",Medium Value
638,1,610.6876,"3,2",Medium Value
795,1,607.79125,"4,3,1",Medium Value
92,2,607.4271,"3,6,7,1,2",Medium Value
385,1,606.989175,"3,2",Medium Value
1170,1,605.1357499999999,3,Medium Value
1013,1,604.73735,"1,2",Medium Value
294,1,604.24125,"7,3",Medium Value
1386,1,602.1374999999999,3,Medium Value
423,1,599.9920000000001,6,Medium Value
974,1,598.53625,"6,2",Medium Value
914,1,597.9191333333333,"3,1",Medium Value
784,1,597.14085,"3,2",Medium Value
1047,1,595.4883333333333,"3,2",Medium Value
791,1,594.99125,"6,1",Medium Value
418,1,593.991,3,Medium Value
1304,1,593.3288399999999,"3,6,1,2",Medium Value
117,2,592.863625,"2,3",Medium Value
467,1,589.49105,"6,1,2",Medium Value
772,1,587.2827,1,Medium Value
