product_id,product_name,original_price,discounted_price,discount,units_sold,total_revenue_before_discount,total_revenue_after_discount
102,Electra Townie Original 7D - 2017,489.99,440.99100000000004,0.1,14,6859.859999999999,6173.874000000001
72,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,557.991,0.1,11,6819.889999999999,6137.901
138,Trek Fuel EX 5 Plus - 2018,2249.99,2137.4905,0.05,6,13499.939999999999,12824.943
175,Trek Domane SLR Frameset - 2018,3199.99,2975.9906999999994,0.07,3,9599.97,8927.972099999999
77,Electra Glam Punk 3i Ladies' - 2017,799.99,743.9907,0.07,12,9599.88,8927.8884
111,Sun Bicycles Drifter 7 - Women's - 2017,470.99,376.79200000000003,0.2,7,3296.9299999999994,2637.5440000000003
78,Sun Bicycles Biscayne Tandem CB - 2017,647.99,583.191,0.1,10,6479.9,5831.91
159,Trek Emonda ALR 6 - 2018,2299.99,2138.9907,0.07,4,9199.96,8555.9628
171,Trek Domane SL 6 - 2018,3199.99,3039.9904999999994,0.05,4,12799.96,12159.961999999998
115,Trek Fuel EX 8 29 - 2018,3199.99,2559.992,0.2,1,3199.99,2559.992
172,Trek Domane ALR Disc Frameset - 2018,3199.99,2879.991,0.1,2,6399.98,5759.982
173,Trek Domane ALR Frameset - 2018,3199.99,2879.991,0.1,2,6399.98,5759.982
174,Trek Domane SLR Disc Frameset - 2018,3199.99,2559.992,0.2,1,3199.99,2559.992
141,Trek Stache 5 - 2018,1599.99,1279.9920000000002,0.2,2,3199.98,2559.9840000000004
77,Electra Glam Punk 3i Ladies' - 2017,799.99,719.991,0.1,8,6399.92,5759.928
139,Trek Remedy 7 27.5 - 2018,2999.99,2789.9907,0.07,3,8999.97,8369.972099999999
39,Trek Stache 5 - 2017,1499.99,1394.9906999999998,0.07,6,8999.94,8369.944199999998
235,Electra Koa 3i Ladies' - 2018,899.99,809.991,0.1,7,6299.93,5669.937
97,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,279.992,0.2,9,3149.9100000000003,2519.9280000000003
144,Trek Domane ALR 4 Disc - 2018,1549.99,1239.9920000000002,0.2,2,3099.98,2479.9840000000004
151,Trek Domane ALR 4 Disc Women's - 2018,1549.99,1239.9920000000002,0.2,2,3099.98,2479.9840000000004
164,Surly Straggler 650b - 2018,1549.0,1239.2,0.2,2,3098.0,2478.4
168,Surly Straggler - 2018,1549.0,1239.2,0.2,2,3098.0,2478.4
37,Haro Flightline One ST - 2017,379.99,303.992,0.2,8,3039.92,2431.936
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,1044.9904999999999,0.05,11,12099.89,11494.895499999999
67,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99,200.79200000000003,0.2,12,3011.88,2409.5040000000004
199,Electra Townie Commute Go! Ladies' - 2018,2999.99,2699.991,0.1,2,5999.98,5399.982
39,Trek Stache 5 - 2017,1499.99,1424.9904999999999,0.05,8,11999.92,11399.923999999999
135,Trek X-Caliber Frameset - 2018,1499.99,1199.992,0.2,2,2999.98,2399.984
53,Surly Ogre Frameset - 2017,749.99,599.9920000000001,0.2,4,2999.96,2399.9680000000003
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99,599.9920000000001,0.2,4,2999.96,2399.9680000000003
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99,479.992,0.2,5,2999.95,2399.96
92,Haro Shredder 20 - 2017,209.99,167.99200000000002,0.2,14,2939.86,2351.888
105,Sun Bicycles Streamway 7 - 2017,533.99,480.591,0.1,11,5873.889999999999,5286.501
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,251.0907,0.07,31,8369.689999999997,7783.8117
107,Sun Bicycles Cruz 7 - 2017,416.99,333.59200000000004,0.2,7,2918.93,2335.1440000000002
158,Trek CrossRip 1 - 2018,959.99,767.9920000000001,0.2,3,2879.9700000000003,2303.976
225,Electra Delivery 3i - 2016/2017/2018,959.99,767.9920000000001,0.2,3,2879.9700000000003,2303.976
46,Haro SR 1.3 - 2017,1409.99,1268.991,0.1,4,5639.96,5075.964
207,Trek Boone 7 Disc - 2018,3999.99,3719.9906999999994,0.07,2,7999.98,7439.981399999999
190,Trek Dual Sport+ - 2018,2799.99,2519.991,0.1,2,5599.98,5039.982
191,Electra Loft Go! 8i - 2018,2799.99,2519.991,0.1,2,5599.98,5039.982
29,Trek X-Caliber 8 - 2017,999.99,929.9907,0.07,8,7999.92,7439.9256
242,Electra Townie Commute 8D Ladies' - 2018,699.99,559.9920000000001,0.2,4,2799.96,2239.9680000000003
96,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,279.992,0.2,8,2799.92,2239.936
65,Sun Bicycles Lil Bolt Type-R - 2017,346.99,322.7007,0.07,23,7980.769999999999,7422.116099999998
177,Trek Domane SLR 6 Disc - 2018,5499.99,5224.9905,0.05,2,10999.98,10449.981
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,251.0907,0.07,29,7829.709999999997,7281.630300000001
59,Trek Domane S 5 Disc - 2017,2599.99,2417.9907,0.07,3,7799.969999999999,7253.972099999999
253,Electra Townie Go! 8i Ladies' - 2018,2599.99,2417.9907,0.07,3,7799.969999999999,7253.972099999999
95,"Electra Girl's Hawaii 1 16"" - 2017",299.99,239.99200000000002,0.2,9,2699.9100000000003,2159.928
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,239.99200000000002,0.2,9,2699.9100000000003,2159.928
23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,284.9905,0.05,36,10799.639999999996,10259.657999999998
38,Haro Flightline Two 26 Plus - 2017,549.99,511.49069999999995,0.07,14,7699.859999999999,7160.869799999999
64,Electra Townie Original 7D - 2017,489.99,440.99100000000004,0.1,11,5389.889999999999,4850.901000000001
52,Surly Steamroller - 2017,875.99,832.1904999999999,0.05,12,10511.88,9986.285999999998
124,Surly Krampus - 2018,1499.0,1394.07,0.07,5,7495.0,6970.349999999999
45,Haro SR 1.2 - 2017,869.99,782.991,0.1,6,5219.9400000000005,4697.946
45,Haro SR 1.2 - 2017,869.99,826.4905,0.05,12,10439.88,9917.886
253,Electra Townie Go! 8i Ladies' - 2018,2599.99,2079.9919999999997,0.2,1,2599.99,2079.9919999999997
137,Heller Shagamaw GX1 - 2018,2599.0,2339.1,0.1,2,5198.0,4678.2
66,Sun Bicycles Revolutions 24 - 2017,250.99,200.79200000000003,0.2,10,2509.8999999999996,2007.9200000000005
71,Sun Bicycles Atlas X-Type - 2017,416.99,375.291,0.1,12,5003.88,4503.492
146,Trek Domane SLR 6 - 2018,4999.99,4499.991,0.1,1,4999.99,4499.991
153,Trek Domane SL 7 Women's - 2018,4999.99,4499.991,0.1,1,4999.99,4499.991
30,Surly Ice Cream Truck Frameset - 2017,999.99,899.991,0.1,5,4999.95,4499.955
29,Trek X-Caliber 8 - 2017,999.99,949.9905,0.05,10,9999.9,9499.905
13,Electra Cruiser 1 (24-Inch) - 2016,269.99,256.4905,0.05,37,9989.629999999996,9490.148499999998
21,Electra Cruiser 1 (24-Inch) - 2016,269.99,256.4905,0.05,37,9989.629999999996,9490.148499999998
106,Sun Bicycles Cruz 3 - 2017,449.99,404.99100000000004,0.1,11,4949.889999999999,4454.901000000001
31,Surly Wednesday - 2017,1632.99,1469.691,0.1,3,4898.97,4409.073
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,322.39200000000005,0.2,6,2417.94,1934.3520000000003
80,Sun Bicycles Brickell Tandem CB - 2017,761.99,708.6506999999999,0.07,9,6857.91,6377.8562999999995
172,Trek Domane ALR Disc Frameset - 2018,3199.99,3039.9904999999994,0.05,3,9599.97,9119.971499999998
259,Electra Amsterdam Royal 8i Ladies - 2018,1199.99,959.9920000000001,0.2,2,2399.98,1919.9840000000002
77,Electra Glam Punk 3i Ladies' - 2017,799.99,759.9905,0.05,12,9599.88,9119.886
19,Pure Cycles William 3-Speed - 2016,449.0,426.54999999999995,0.05,21,9429.0,8957.550000000001
110,Sun Bicycles Drifter 7 - 2017,470.99,376.79200000000003,0.2,5,2354.95,1883.9600000000003
36,Surly Troll Frameset - 2017,832.99,774.6807,0.07,8,6663.92,6197.4456
37,Haro Flightline One ST - 2017,379.99,341.99100000000004,0.1,12,4559.88,4103.892000000001
88,Trek Precaliber 12 Girls - 2017,189.99,151.99200000000002,0.2,12,2279.88,1823.9039999999998
78,Sun Bicycles Biscayne Tandem CB - 2017,647.99,615.5905,0.05,14,9071.859999999999,8618.267000000002
160,Trek Emonda SLR 6 - 2018,4499.99,4049.991,0.1,1,4499.99,4049.991
186,Trek CrossRip+ - 2018,4499.99,4049.991,0.1,1,4499.99,4049.991
251,Electra Townie Commute Go! - 2018,2999.99,2849.9905,0.05,3,8999.97,8549.9715
132,Trek Procal AL Frameset - 2018,1499.99,1349.991,0.1,3,4499.97,4049.973
53,Surly Ogre Frameset - 2017,749.99,674.991,0.1,6,4499.9400000000005,4049.946
73,Sun Bicycles Brickell Tandem 7 - 2017,749.99,674.991,0.1,6,4499.9400000000005,4049.946
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99,599.9920000000001,0.2,3,2249.9700000000003,1799.976
254,Electra Townie Balloon 3i EQ - 2017/2018,749.99,599.9920000000001,0.2,3,2249.9700000000003,1799.976
54,Trek Domane SL Disc Frameset - 2017,3199.99,2975.9906999999994,0.07,2,6399.98,5951.981399999999
115,Trek Fuel EX 8 29 - 2018,3199.99,2975.9906999999994,0.07,2,6399.98,5951.981399999999
103,Sun Bicycles Streamway 3 - 2017,551.99,524.3905,0.05,16,8831.839999999998,8390.248
181,Trek Domane SL 5 - 2018,2199.99,1759.992,0.2,1,2199.99,1759.992
183,Trek Domane SL 5 Women's - 2018,2199.99,1759.992,0.2,1,2199.99,1759.992
38,Haro Flightline Two 26 Plus - 2017,549.99,439.992,0.2,4,2199.96,1759.968
44,Haro SR 1.1 - 2017,539.99,431.992,0.2,4,2159.96,1727.968
52,Surly Steamroller - 2017,875.99,814.6707,0.07,7,6131.929999999999,5702.6948999999995
46,Haro SR 1.3 - 2017,1409.99,1339.4904999999999,0.05,6,8459.94,8036.942999999999
209,Trek Crockett 7 Disc - 2018,2999.99,2789.9907,0.07,2,5999.98,5579.9814
57,Trek Emonda S 5 - 2017,1999.99,1859.9906999999998,0.07,3,5999.97,5579.972099999999
87,Trek Precaliber 12 Boys - 2017,189.99,151.99200000000002,0.2,11,2089.8900000000003,1671.9119999999998
71,Sun Bicycles Atlas X-Type - 2017,416.99,333.59200000000004,0.2,5,2084.95,1667.96
69,Sun Bicycles Cruz 7 - 2017,416.99,333.59200000000004,0.2,5,2084.95,1667.9600000000003
70,Electra Amsterdam Original 3i - 2015/2017,659.99,613.7907,0.07,9,5939.91,5524.1163
105,Sun Bicycles Streamway 7 - 2017,533.99,496.61069999999995,0.07,11,5873.889999999999,5462.7177
22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,256.4905,0.05,30,8099.699999999997,7694.714999999997
27,Surly Big Dummy Frameset - 2017,999.99,899.991,0.1,4,3999.96,3599.964
29,Trek X-Caliber 8 - 2017,999.99,899.991,0.1,4,3999.96,3599.964
118,Trek X-Caliber 8 - 2018,999.99,799.9920000000001,0.2,2,1999.98,1599.9840000000002
94,Haro Shredder Pro 20 - 2017,249.99,199.99200000000002,0.2,8,1999.92,1599.9360000000001
185,Trek Conduit+ - 2018,2799.99,2603.9907,0.07,2,5599.98,5207.9814
187,Trek Neko+ - 2018,2799.99,2603.9907,0.07,2,5599.98,5207.9814
103,Sun Bicycles Streamway 3 - 2017,551.99,496.791,0.1,7,3863.9300000000003,3477.5370000000003
148,Trek Domane SL 8 Disc - 2018,5499.99,5114.990699999999,0.07,1,5499.99,5114.990699999999
97,Electra Savannah 3i (20-inch) - Girl's - 2017,349.99,314.99100000000004,0.1,11,3849.8900000000003,3464.9010000000003
161,Surly ECR - 2018,1899.0,1519.2,0.2,1,1899.0,1519.2
128,Surly ECR 27.5 - 2018,1899.0,1709.1000000000001,0.1,2,3798.0,3418.2000000000003
145,Trek Domane ALR 5 Disc - 2018,1799.99,1673.9906999999998,0.07,3,5399.97,5021.972099999999
147,Trek Domane ALR 5 Gravel - 2018,1799.99,1673.9906999999998,0.07,3,5399.97,5021.972099999999
90,Trek Precaliber 16 Girls - 2017,209.99,167.99200000000002,0.2,9,1889.91,1511.928
163,Surly Pack Rat - 2018,1349.0,1254.57,0.07,4,5396.0,5018.28
111,Sun Bicycles Drifter 7 - Women's - 2017,470.99,423.891,0.1,8,3767.9199999999996,3391.128
32,Trek Farley Alloy Frameset - 2017,469.99,375.992,0.2,4,1879.96,1503.968
34,Trek Session DH 27.5 Carbon Frameset - 2017,469.99,375.992,0.2,4,1879.96,1503.968
32,Trek Farley Alloy Frameset - 2017,469.99,422.99100000000004,0.1,8,3759.919999999999,3383.9280000000003
109,Sun Bicycles Cruz 7 - Women's - 2017,416.99,375.291,0.1,9,3752.91,3377.619
129,Trek X-Caliber 7 - 2018,919.99,735.9920000000001,0.2,2,1839.98,1471.9840000000002
73,Sun Bicycles Brickell Tandem 7 - 2017,749.99,697.4907,0.07,7,5249.93,4882.4349
303,Electra Townie Go! 8i - 2017/2018,2599.99,2417.9907,0.07,2,5199.98,4835.9814
217,Electra Straight 8 3i - 2018,909.99,727.9920000000001,0.2,2,1819.98,1455.9840000000002
131,Heller Bloodhound Trail - 2018,2599.0,2417.0699999999997,0.07,2,5198.0,4834.139999999999
78,Sun Bicycles Biscayne Tandem CB - 2017,647.99,602.6306999999999,0.07,8,5183.92,4821.0455999999995
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99,362.69100000000003,0.1,9,3626.9100000000003,3264.2190000000005
145,Trek Domane ALR 5 Disc - 2018,1799.99,1619.991,0.1,2,3599.98,3239.982
147,Trek Domane ALR 5 Gravel - 2018,1799.99,1619.991,0.1,2,3599.98,3239.982
216,Electra Super Moto 8i - 2018,899.99,719.9920000000001,0.2,2,1799.98,1439.9840000000002
235,Electra Koa 3i Ladies' - 2018,899.99,719.9920000000001,0.2,2,1799.98,1439.9840000000002
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,899.99,719.9920000000001,0.2,2,1799.98,1439.9840000000002
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99,479.992,0.2,3,1799.97,1439.976
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99,569.9905,0.05,12,7199.879999999999,6839.8859999999995
71,Sun Bicycles Atlas X-Type - 2017,416.99,396.1405,0.05,17,7088.829999999998,6734.3885
74,Electra Cruiser Lux 1 - 2017,439.99,395.99100000000004,0.1,8,3519.919999999999,3167.9280000000003
66,Sun Bicycles Revolutions 24 - 2017,250.99,225.89100000000002,0.1,14,3513.8599999999997,3162.4740000000006
153,Trek Domane SL 7 Women's - 2018,4999.99,4649.990699999999,0.07,1,4999.99,4649.990699999999
202,Trek Powerfly 5 Women's - 2018,3499.99,3324.9904999999994,0.05,2,6999.98,6649.980999999999
27,Surly Big Dummy Frameset - 2017,999.99,949.9905,0.05,7,6999.93,6649.9335
242,Electra Townie Commute 8D Ladies' - 2018,699.99,629.991,0.1,5,3499.95,3149.955
159,Trek Emonda ALR 6 - 2018,2299.99,2184.9905,0.05,3,6899.969999999999,6554.9715
229,Electra Cruiser Lux 1 - 2016/2018,429.99,343.992,0.2,4,1719.96,1375.968
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,455.6907,0.07,10,4899.9,4556.907
304,Electra Townie Original 21D EQ - 2017/2018,679.99,611.991,0.1,5,3399.95,3059.955
73,Sun Bicycles Brickell Tandem 7 - 2017,749.99,712.4905,0.05,9,6749.91,6412.4145
106,Sun Bicycles Cruz 3 - 2017,449.99,427.4905,0.05,15,6749.8499999999985,6412.357499999999
141,Trek Stache 5 - 2018,1599.99,1487.9906999999998,0.07,3,4799.97,4463.972099999999
93,Haro Shredder 20 Girls - 2017,209.99,167.99200000000002,0.2,8,1679.92,1343.936
206,Trek Boone 5 Disc - 2018,3299.99,2969.991,0.1,1,3299.99,2969.991
70,Electra Amsterdam Original 3i - 2015/2017,659.99,626.9905,0.05,10,6599.9,6269.905
70,Electra Amsterdam Original 3i - 2015/2017,659.99,593.991,0.1,5,3299.95,2969.955
82,Electra Amsterdam Original 3i Ladies' - 2017,659.99,593.991,0.1,5,3299.95,2969.955
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99,269.99100000000004,0.1,11,3299.8900000000003,2969.9010000000003
110,Sun Bicycles Drifter 7 - 2017,470.99,438.0207,0.07,10,4709.9,4380.206999999999
32,Trek Farley Alloy Frameset - 2017,469.99,437.09069999999997,0.07,10,4699.9,4370.906999999999
151,Trek Domane ALR 4 Disc Women's - 2018,1549.99,1441.4906999999998,0.07,3,4649.97,4324.472099999999
157,Trek Domane SL Frameset Women's - 2018,6499.99,6174.9905,0.05,1,6499.99,6174.9905
82,Electra Amsterdam Original 3i Ladies' - 2017,659.99,613.7907,0.07,7,4619.929999999999,4296.534900000001
142,Trek Fuel EX 8 29 XT - 2018,3199.99,3039.9904999999994,0.05,2,6399.98,6079.980999999999
115,Trek Fuel EX 8 29 - 2018,3199.99,2879.991,0.1,1,3199.99,2879.991
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,465.4905,0.05,13,6369.869999999999,6051.376499999999
102,Electra Townie Original 7D - 2017,489.99,465.4905,0.05,13,6369.869999999999,6051.376499999999
150,Trek Emonda SL 7 - 2018,4499.99,4184.990699999999,0.07,1,4499.99,4184.990699999999
53,Surly Ogre Frameset - 2017,749.99,697.4907,0.07,6,4499.9400000000005,4184.9442
68,Sun Bicycles Cruz 3 - 2017,449.99,404.99100000000004,0.1,7,3149.9299999999994,2834.9370000000004
65,Sun Bicycles Lil Bolt Type-R - 2017,346.99,312.291,0.1,9,3122.9100000000003,2810.619
102,Electra Townie Original 7D - 2017,489.99,455.6907,0.07,9,4409.91,4101.2163
181,Trek Domane SL 5 - 2018,2199.99,2045.9906999999996,0.07,2,4399.98,4091.981399999999
101,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,305.99100000000004,0.1,9,3059.9100000000003,2753.9190000000003
44,Haro SR 1.1 - 2017,539.99,502.1907,0.07,8,4319.919999999999,4017.5256000000004
139,Trek Remedy 7 27.5 - 2018,2999.99,2849.9905,0.05,2,5999.98,5699.981
252,Electra Townie Commute Go! Ladies' - 2018,2999.99,2699.991,0.1,1,2999.99,2699.991
123,Trek Farley Carbon Frameset - 2018,999.99,899.991,0.1,3,2999.9700000000003,2699.973
178,Trek Domane AL 2 - 2018,749.99,599.9920000000001,0.2,2,1499.98,1199.9840000000002
241,Electra Townie Commute 8D - 2018,749.99,599.9920000000001,0.2,2,1499.98,1199.9840000000002
311,Electra Townie Commute 8D - 2018,749.99,599.9920000000001,0.2,2,1499.98,1199.9840000000002
76,"Electra Girl's Hawaii 1 16"" - 2017",299.99,239.99200000000002,0.2,5,1499.95,1199.96
95,"Electra Girl's Hawaii 1 16"" - 2017",299.99,269.99100000000004,0.1,10,2999.8999999999996,2699.9100000000003
102,Electra Townie Original 7D - 2017,489.99,391.992,0.2,3,1469.97,1175.976
96,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,325.4907,0.07,12,4199.88,3905.8884000000003
109,Sun Bicycles Cruz 7 - Women's - 2017,416.99,387.8007,0.07,10,4169.9,3878.007
35,Sun Bicycles Spider 3i - 2017,832.99,791.3405,0.05,7,5830.93,5539.3835
35,Sun Bicycles Spider 3i - 2017,832.99,774.6807,0.07,5,4164.95,3873.4035
36,Surly Troll Frameset - 2017,832.99,791.3405,0.05,7,5830.929999999999,5539.383500000001
95,"Electra Girl's Hawaii 1 16"" - 2017",299.99,284.9905,0.05,19,5699.8099999999995,5414.819499999999
68,Sun Bicycles Cruz 3 - 2017,449.99,418.4907,0.07,9,4049.91,3766.4163000000003
14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,256.4905,0.05,21,5669.789999999999,5386.3004999999985
187,Trek Neko+ - 2018,2799.99,2519.991,0.1,1,2799.99,2519.991
193,Trek Lift+ - 2018,2799.99,2659.9905,0.05,2,5599.98,5319.981
30,Surly Ice Cream Truck Frameset - 2017,999.99,929.9907,0.07,4,3999.96,3719.9628
260,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99,743.9907,0.07,5,3999.9500000000003,3719.9534999999996
72,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,588.9905,0.05,9,5579.91,5300.9145
148,Trek Domane SL 8 Disc - 2018,5499.99,5224.9905,0.05,1,5499.99,5224.9905
38,Haro Flightline Two 26 Plus - 2017,549.99,494.99100000000004,0.1,5,2749.95,2474.9550000000004
76,"Electra Girl's Hawaii 1 16"" - 2017",299.99,278.9907,0.07,13,3899.870000000001,3626.8791
226,Electra Townie Original 21D EQ - 2017/2018,679.99,543.9920000000001,0.2,2,1359.98,1087.9840000000002
304,Electra Townie Original 21D EQ - 2017/2018,679.99,543.9920000000001,0.2,2,1359.98,1087.9840000000002
314,Electra Townie Original 21D EQ Ladies' - 2018,679.99,543.9920000000001,0.2,2,1359.98,1087.9840000000002
107,Sun Bicycles Cruz 7 - 2017,416.99,396.1405,0.05,13,5420.869999999999,5149.826499999999
214,Electra Tiger Shark 3i - 2018,899.99,809.991,0.1,3,2699.9700000000003,2429.973
44,Haro SR 1.1 - 2017,539.99,485.99100000000004,0.1,5,2699.95,2429.9550000000004
68,Sun Bicycles Cruz 3 - 2017,449.99,359.992,0.2,3,1349.97,1079.976
108,Sun Bicycles Cruz 3 - Women's - 2017,449.99,404.99100000000004,0.1,6,2699.94,2429.9460000000004
86,Trek Girl's Kickster - 2017,149.99,119.99200000000002,0.2,9,1349.91,1079.928
104,Sun Bicycles Streamway - 2017,481.99,448.2507,0.07,8,3855.92,3586.0056
37,Haro Flightline One ST - 2017,379.99,353.3907,0.07,10,3799.8999999999996,3533.9069999999997
74,Electra Cruiser Lux 1 - 2017,439.99,351.992,0.2,3,1319.97,1055.976
69,Sun Bicycles Cruz 7 - 2017,416.99,387.8007,0.07,9,3752.91,3490.2063
215,Electra Queen of Hearts 3i - 2018,749.99,697.4907,0.07,5,3749.9500000000003,3487.4534999999996
101,Electra Townie 7D (20-inch) - Boys' - 2017,339.99,316.1907,0.07,11,3739.8900000000003,3478.0977000000003
253,Electra Townie Go! 8i Ladies' - 2018,2599.99,2339.991,0.1,1,2599.99,2339.991
219,Electra Moto 3i - 2018,639.99,511.992,0.2,2,1279.98,1023.984
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,319.99,255.99200000000002,0.2,4,1279.96,1023.9680000000001
295,"Electra Treasure 1 20"" - 2018",319.99,255.99200000000002,0.2,4,1279.96,1023.9680000000001
237,Electra Relic 3i - 2018,849.99,807.4905,0.05,6,5099.9400000000005,4844.943
310,Electra Townie Commute 27D Ladies - 2018,899.99,836.9907,0.07,4,3599.96,3347.9628
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99,557.9907,0.07,6,3599.9399999999996,3347.9441999999995
89,Trek Precaliber 16 Boys - 2017,209.99,188.991,0.1,12,2519.88,2267.8920000000003
93,Haro Shredder 20 Girls - 2017,209.99,188.991,0.1,12,2519.88,2267.8920000000003
122,Surly Troll Frameset - 2018,2499.99,2374.9905,0.05,2,4999.98,4749.981
152,Trek Domane SL 5 Disc Women's - 2018,2499.99,2249.991,0.1,1,2499.99,2249.991
165,Trek 1120 - 2018,2499.99,2374.9905,0.05,2,4999.98,4749.981
182,Trek Domane SL 5 Disc - 2018,2499.99,2374.9905,0.05,2,4999.98,4749.981
200,Trek Powerfly 5 - 2018,3499.99,3254.9906999999994,0.07,1,3499.99,3254.9906999999994
202,Trek Powerfly 5 Women's - 2018,3499.99,3254.9906999999994,0.07,1,3499.99,3254.9906999999994
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99,440.99100000000004,0.1,5,2449.95,2204.9550000000004
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,325.4907,0.07,10,3499.9,3254.907
96,Electra Moto 3i (20-inch) - Boy's - 2017,349.99,314.99100000000004,0.1,7,2449.9300000000003,2204.9370000000004
31,Surly Wednesday - 2017,1632.99,1551.3405,0.05,3,4898.97,4654.0215
104,Sun Bicycles Streamway - 2017,481.99,433.791,0.1,5,2409.95,2168.955
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99,539.991,0.1,4,2399.96,2159.964
114,Trek Marlin 6 - 2018,579.99,463.992,0.2,2,1159.98,927.984
103,Sun Bicycles Streamway 3 - 2017,551.99,513.3507,0.07,6,3311.94,3080.1041999999998
206,Trek Boone 5 Disc - 2018,3299.99,3068.9906999999994,0.07,1,3299.99,3068.9906999999994
197,Trek Verve+ Lowstep - 2018,2299.99,2069.991,0.1,1,2299.99,2069.991
65,Sun Bicycles Lil Bolt Type-R - 2017,346.99,329.6405,0.05,13,4510.870000000001,4285.326499999999
150,Trek Emonda SL 7 - 2018,4499.99,4274.9905,0.05,1,4499.99,4274.9905
186,Trek CrossRip+ - 2018,4499.99,4274.9905,0.05,1,4499.99,4274.9905
201,Trek Powerfly 5 FS - 2018,4499.99,4274.9905,0.05,1,4499.99,4274.9905
53,Surly Ogre Frameset - 2017,749.99,712.4905,0.05,6,4499.94,4274.943
94,Haro Shredder Pro 20 - 2017,249.99,224.991,0.1,9,2249.91,2024.919
176,Trek Madone 9 Frameset - 2018,3199.99,2975.9906999999994,0.07,1,3199.99,2975.9906999999994
106,Sun Bicycles Cruz 3 - 2017,449.99,418.4907,0.07,7,3149.9300000000003,2929.4348999999997
181,Trek Domane SL 5 - 2018,2199.99,2089.9905,0.05,2,4399.98,4179.981
72,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,576.5907,0.07,5,3099.95,2882.9534999999996
164,Surly Straggler 650b - 2018,1549.0,1440.57,0.07,2,3098.0,2881.14
74,Electra Cruiser Lux 1 - 2017,439.99,409.1907,0.07,7,3079.9300000000003,2864.3349
231,Electra Cruiser Lux 3i Ladies' - 2018,529.99,423.992,0.2,2,1059.98,847.984
133,Trek Procaliber Frameset - 2018,1499.99,1394.9906999999998,0.07,2,2999.98,2789.9813999999997
123,Trek Farley Carbon Frameset - 2018,999.99,929.9907,0.07,3,2999.9700000000003,2789.9721
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99,332.4905,0.05,12,4199.88,3989.8859999999995
90,Trek Precaliber 16 Girls - 2017,209.99,188.991,0.1,10,2099.9,1889.91
92,Haro Shredder 20 - 2017,209.99,188.991,0.1,10,2099.9,1889.91
69,Sun Bicycles Cruz 7 - 2017,416.99,396.1405,0.05,10,4169.900000000001,3961.4049999999997
69,Sun Bicycles Cruz 7 - 2017,416.99,375.291,0.1,5,2084.95,1876.455
107,Sun Bicycles Cruz 7 - 2017,416.99,375.291,0.1,5,2084.95,1876.455
117,Trek Ticket S Frame - 2018,1469.99,1367.0907,0.07,2,2939.98,2734.1814
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99,455.6907,0.07,6,2939.9399999999996,2734.1441999999997
71,Sun Bicycles Atlas X-Type - 2017,416.99,387.8007,0.07,7,2918.93,2714.6049000000003
243,Electra Townie Original 21D EQ Ladies' - 2018,679.99,645.9905,0.05,6,4079.9399999999996,3875.9429999999998
123,Trek Farley Carbon Frameset - 2018,999.99,799.9920000000001,0.2,1,999.99,799.9920000000001
85,Haro Downtown 16 - 2017,329.99,296.99100000000004,0.1,6,1979.94,1781.9460000000004
84,Sun Bicycles Lil Kitt'n - 2017,109.99,87.992,0.2,9,989.91,791.928
191,Electra Loft Go! 8i - 2018,2799.99,2603.9907,0.07,1,2799.99,2603.9907
